movieId	type
tt5559048	\N
tt0526450	Action
tt0526450	Adventure
tt0526450	Animation
tt6491234	Drama
tt4691782	Documentary
tt7324878	Action
tt7324878	Crime
tt7324878	Drama
tt2698382	Drama
tt1271814	Drama
tt1271814	Romance
tt6559728	Drama
tt6559728	Family
tt4502492	Biography
tt4502492	Documentary
tt4502492	Short
tt6885302	Talk-Show
tt8250580	\N
tt2713494	Drama
tt8541854	Game-Show
tt0839388	Drama
tt0839388	Romance
tt7313244	Drama
tt1250838	Short
tt1250838	Western
tt2225361	Family
tt1416564	Comedy
tt8788274	Drama
tt2216656	Drama
tt2325115	\N
tt0969055	Drama
tt0969055	Mystery
tt0969055	Romance
tt3128436	Drama
tt0636883	Comedy
tt0636883	Romance
tt0575882	Drama
tt0575882	Romance
tt1029417	Documentary
tt4872936	Talk-Show
tt1620184	Game-Show
tt3163762	Drama
tt2180695	Comedy
tt2180695	Family
tt2180695	Music
tt0872038	Comedy
tt0872038	Talk-Show
tt1349026	Drama
tt1349026	Romance
tt1349026	Short
tt3630992	Drama
tt3630992	Romance
tt3630992	Short
tt2019866	Action
tt2019866	Adventure
tt2019866	Animation
tt6991392	Drama
tt6991392	Mystery
tt6991392	Thriller
tt6447904	\N
tt4260230	Reality-TV
tt4260230	Talk-Show
tt8075320	Comedy
tt8075320	Short
tt3934428	News
tt3723500	Drama
tt3723500	Fantasy
tt3723500	Short
tt7765698	Action
tt7765698	Comedy
tt7765698	Short
tt1179911	\N
tt1050304	Comedy
tt1050304	Reality-TV
tt5071104	\N
tt2271298	\N
tt0509501	Drama
tt2941404	Comedy
tt0403229	Animation
tt0403229	Short
tt8160380	\N
tt4534408	Short
tt0149120	Adult
tt0149120	Sci-Fi
tt1661761	Family
tt1661761	Game-Show
tt6669230	Comedy
tt6669230	Drama
tt6669230	Romance
tt3566294	Music
tt6636856	Comedy
tt6636856	News
tt6636856	Talk-Show
tt7495436	Horror
tt0624363	Talk-Show
tt3956762	Action
tt1007085	Game-Show
tt1007085	Music
tt1007085	Reality-TV
tt1357055	Drama
tt1357055	Horror
tt1357055	Short
tt2994982	Game-Show
tt0811155	Fantasy
tt0811155	Short
tt1319106	Documentary
tt9087010	Comedy
tt9087010	Drama
tt9087010	Family
tt8831414	\N
tt0769000	News
tt0769000	Talk-Show
tt4086418	Comedy
tt4086418	Talk-Show
tt7482194	Talk-Show
tt7713108	Adult
tt1358271	Drama
tt1358271	Romance
tt1358271	Short
tt4960876	Adventure
tt4960876	Game-Show
tt1388623	Comedy
tt1388623	Talk-Show
tt2987508	Documentary
tt2987508	Sport
tt6729024	Family
tt7734280	Documentary
tt7996360	Comedy
tt7996360	Music
tt8464134	History
tt2296135	Reality-TV
tt2098526	Action
tt2098526	Animation
tt2098526	Comedy
tt1793949	Adult
tt9123342	\N
tt2561984	Drama
tt2561984	Romance
tt1348725	Documentary
tt1348725	News
tt4997256	Comedy
tt5935848	Comedy
tt5935848	Documentary
tt5935848	Short
tt2171842	Reality-TV
tt1969392	Family
tt5405842	News
tt1776184	Drama
tt1776184	Romance
tt1776184	Short
tt8686632	Talk-Show
tt3035116	News
tt5934834	Romance
tt2200587	Animation
tt2200587	Comedy
tt2200587	Family
tt1175222	\N
tt3363136	\N
tt1181350	Drama
tt0322483	Short
tt3384362	Animation
tt3384362	Comedy
tt4010350	\N
tt8259202	\N
tt1215171	Drama
tt1215171	Short
tt0305117	Drama
tt0415255	Comedy
tt9131612	Comedy
tt6011560	Comedy
tt6011560	Drama
tt6011560	Romance
tt8072630	Drama
tt0349273	Drama
tt0349273	Short
tt2106599	Short
tt6917916	Documentary
tt6917916	Game-Show
tt6917916	Music
tt1088902	Biography
tt4999544	\N
tt4206404	News
tt5770224	Short
tt8849290	\N
tt1933233	Reality-TV
tt4618158	\N
tt6496834	Documentary
tt4346154	\N
tt2008192	Sport
tt4238676	Documentary
tt1725493	Drama
tt5136542	Comedy
tt8557792	Drama
tt8557792	Romance
tt7431166	Reality-TV
tt1537012	Comedy
tt4657876	Adult
tt5963902	Documentary
tt5963902	Sport
tt0683713	Comedy
tt3227568	News
tt3227568	Talk-Show
tt1370872	Drama
tt1370872	Short
tt1165728	History
tt5370674	Talk-Show
tt8627832	\N
tt1869869	Comedy
tt3224698	Comedy
tt5224796	Horror
tt5224796	Short
tt8074012	Documentary
tt0426198	Drama
tt0426198	Short
tt7706516	Talk-Show
tt3552400	Drama
tt3552400	Mystery
tt3552400	Sci-Fi
tt4404066	\N
tt2154630	Family
tt0735147	Comedy
tt0735147	Romance
tt7491912	News
tt0711658	Documentary
tt0711658	Family
tt5825512	Comedy
tt0621028	Drama
tt0621028	Romance
tt2406802	Comedy
tt1812415	Talk-Show
tt5209818	Animation
tt5209818	Family
tt5209818	Fantasy
tt3866614	Drama
tt3866614	Romance
tt9003444	Drama
tt1536606	Biography
tt1536606	Documentary
tt1536606	History
tt4443562	News
tt1814090	Crime
tt1814090	Drama
tt1814090	Mystery
tt4901796	Drama
tt4901796	Family
tt3660478	Sport
tt1328191	Comedy
tt1328191	Family
tt1328191	Game-Show
tt2185144	Comedy
tt2185144	Game-Show
tt2185144	Music
tt0196049	Comedy
tt0196049	Short
tt7686730	Talk-Show
tt8330216	Drama
tt8330216	Romance
tt1971436	Documentary
tt3833376	Adventure
tt3833376	Game-Show
tt3833376	Reality-TV
tt0754932	Documentary
tt0754932	Talk-Show
tt2393885	Documentary
tt2393885	Drama
tt2393885	Short
tt0592843	Comedy
tt0592843	Drama
tt8875978	Adventure
tt8875978	Comedy
tt8875978	Family
tt0281859	Animation
tt8604368	Animation
tt8604368	Comedy
tt8604368	Family
tt8345778	Comedy
tt5661670	Horror
tt5661670	Short
tt5661670	Thriller
tt2922206	News
tt2922206	Talk-Show
tt0591544	News
tt0591544	Talk-Show
tt2298661	Reality-TV
tt9051310	Talk-Show
tt1452958	Talk-Show
tt2255131	Comedy
tt2255131	Game-Show
tt2242059	\N
tt5241266	Comedy
tt5241266	Drama
tt5241266	Mystery
tt4330430	Comedy
tt4583604	\N
tt6908530	Comedy
tt6908530	News
tt6908530	Talk-Show
tt6752468	Family
tt6752468	News
tt5158514	News
tt6400554	Animation
tt6400554	Short
tt8840144	Adventure
tt8840144	Short
tt0817096	Comedy
tt6687902	Comedy
tt6687902	Short
tt1511957	Comedy
tt4988086	\N
tt2521062	Comedy
tt5871552	Drama
tt3248162	\N
tt1270037	Reality-TV
tt4956806	\N
tt2846728	Drama
tt2846728	Romance
tt2091961	Comedy
tt2091961	Documentary
tt2091961	Horror
tt3492792	News
tt0341799	Family
tt7049742	Talk-Show
tt1160913	Drama
tt1160913	Short
tt3350468	Thriller
tt1080370	Drama
tt1080370	Romance
tt0455187	Action
tt0455187	Adventure
tt0456714	Comedy
tt0456714	Short
tt9216810	Documentary
tt9124196	Comedy
tt8613368	Drama
tt8613368	Romance
tt9083790	\N
tt1150267	Drama
tt1439632	Game-Show
tt1999421	Reality-TV
tt1253144	Family
tt1253144	Game-Show
tt6843998	\N
tt6744874	Drama
tt1694861	\N
tt0703500	Drama
tt0703500	Western
tt1864325	Drama
tt1864325	Short
tt4011448	Crime
tt4011448	Short
tt1438711	News
tt7619628	Drama
tt6402448	Music
tt0023368	Crime
tt0023368	Drama
tt3832912	Animation
tt3832912	Short
tt4931910	Documentary
tt9125272	Comedy
tt4267730	Drama
tt4267730	Family
tt9192162	Comedy
tt9192162	Drama
tt6641802	Comedy
tt6641802	Romance
tt6641802	Sport
tt0465262	Comedy
tt0465262	Drama
tt7155372	Action
tt7155372	Comedy
tt7155372	Romance
tt1199263	Comedy
tt1199263	Family
tt5972090	Documentary
tt6865062	Talk-Show
tt4009184	History
tt4022852	Comedy
tt2179131	Documentary
tt2179131	Short
tt1991160	Comedy
tt1017872	Animation
tt1017872	Comedy
tt1017872	Short
tt4518610	Talk-Show
tt5543002	Comedy
tt5543002	Family
tt5543002	Talk-Show
tt3391302	Fantasy
tt3391302	Mystery
tt8634404	Animation
tt8634404	Comedy
tt8634404	Horror
tt1354501	Comedy
tt1354501	Game-Show
tt1354501	Music
tt7842906	Family
tt3258496	Talk-Show
tt0363946	Sport
tt4206704	Talk-Show
tt0268243	Drama
tt1644489	Family
tt1644489	Game-Show
tt1107067	Talk-Show
tt0821510	Documentary
tt0821510	Short
tt8901140	Fantasy
tt8901140	Mystery
tt8901140	Short
tt6736464	Reality-TV
tt6736464	Short
tt1153488	Drama
tt1153488	Romance
tt7921474	Sci-Fi
tt7176218	Reality-TV
tt7789864	\N
tt6476472	Comedy
tt6476472	News
tt6476472	Talk-Show
tt0338891	Comedy
tt0338891	Short
tt8526902	\N
tt0816850	Comedy
tt8438698	Romance
tt6854462	Comedy
tt6854462	Drama
tt6854462	Music
tt1728443	Comedy
tt0950137	Talk-Show
tt0971297	Comedy
tt8861674	News
tt8861674	Sport
tt8861674	Talk-Show
tt1609659	Drama
tt1609659	Romance
tt7231240	Comedy
tt7231240	Game-Show
tt7231240	Reality-TV
tt4577884	Comedy
tt4577884	Short
tt8435994	\N
tt1141241	Comedy
tt1141241	Family
tt1141241	Romance
tt8654474	Music
tt1024845	Comedy
tt1259069	Drama
tt0365418	Animation
tt0365418	Comedy
tt0365418	Short
tt1987398	Talk-Show
tt0077666	Action
tt0077666	Crime
tt0077666	Drama
tt0723407	Drama
tt6804836	Sport
tt0830331	Drama
tt0422103	Drama
tt0306841	Adventure
tt0306841	Comedy
tt0306841	Family
tt1548097	Drama
tt8916810	Drama
tt4841892	Documentary
tt4841892	Short
tt3987412	Crime
tt3987412	Drama
tt6863426	Drama
tt6863426	Family
tt1362452	Short
tt5912300	Documentary
tt2597558	Documentary
tt1799188	Comedy
tt1799188	Drama
tt1799188	Romance
tt9218296	\N
tt7419436	Drama
tt4924476	Animation
tt4924476	Short
tt0585412	News
tt0585412	Talk-Show
tt2413016	Comedy
tt2413016	Crime
tt2413016	Drama
tt1160229	Drama
tt1160229	Romance
tt6672074	Comedy
tt6672074	Drama
tt6672074	Romance
tt6880866	Musical
tt6880866	Talk-Show
tt8162206	Comedy
tt8162206	Drama
tt0586072	Western
tt3308800	Game-Show
tt1926154	News
tt1926154	Talk-Show
tt0278830	Documentary
tt0278830	Short
tt3136954	News
tt3136954	Talk-Show
tt0811137	Comedy
tt1085271	Drama
tt7917088	Action
tt3964318	\N
tt2269671	Drama
tt8765166	Action
tt8765166	Sci-Fi
tt7946110	Drama
tt7946110	Thriller
tt4368268	Drama
tt4368268	Romance
tt6543430	Action
tt6543430	Adventure
tt6543430	Comedy
tt5538376	News
tt5538376	Reality-TV
tt5422658	Comedy
tt5422658	Drama
tt5422658	Family
tt2672262	Drama
tt5975720	Documentary
tt4324238	Documentary
tt4324238	Short
tt6070392	Talk-Show
tt6775500	Reality-TV
tt8814370	\N
tt0511995	Drama
tt0511995	Romance
tt3636334	Documentary
tt3636334	History
tt3636334	Music
tt1100608	Talk-Show
tt2509456	Drama
tt1359153	Game-Show
tt3855396	Documentary
tt3855396	Horror
tt3855396	Mystery
tt6132918	Drama
tt6132918	Family
tt6132918	History
tt8402138	\N
tt1873287	Reality-TV
tt0857131	Drama
tt0673617	Action
tt0673617	Crime
tt0673617	Drama
tt7146338	Comedy
tt4284306	Reality-TV
tt5906750	Action
tt5906750	Crime
tt5906750	Drama
tt1264338	Comedy
tt3777596	News
tt3777596	Sport
tt3777596	Talk-Show
tt1838795	Romance
tt2930414	Drama
tt7866862	Documentary
tt9187478	Music
tt9187478	Short
tt6085410	Comedy
tt4149550	Drama
tt4702014	Family
tt4702014	Game-Show
tt2401374	Comedy
tt2401374	Crime
tt0453099	Documentary
tt0453099	Short
tt2632984	Comedy
tt8411418	Drama
tt8148064	\N
tt8930938	\N
tt3698948	Family
tt0326473	\N
tt8018556	History
tt8204804	\N
tt0834964	Adult
tt4623388	News
tt2024334	Crime
tt9040236	\N
tt6205824	Comedy
tt6205824	Music
tt6205824	Talk-Show
tt0254646	Short
tt2729296	Crime
tt2455984	Reality-TV
tt0621508	Game-Show
tt3290210	Animation
tt3290210	Family
tt8380676	Comedy
tt8380676	Short
tt1350790	Drama
tt2277633	Drama
tt1833284	Action
tt1833284	Drama
tt1833284	Fantasy
tt8416672	Drama
tt8416672	Family
tt8416672	Romance
tt7912242	Drama
tt9036856	Comedy
tt9036856	Short
tt1988992	Comedy
tt1988992	Talk-Show
tt0810010	Short
tt3429524	Drama
tt3429524	Short
tt1097429	Adventure
tt1526816	Adventure
tt1526816	Animation
tt1526816	Comedy
tt2123718	Comedy
tt1491534	Family
tt1491534	Game-Show
tt2369039	Family
tt2369039	Short
tt1707735	Reality-TV
tt9158386	Family
tt3206722	Horror
tt3206722	Short
tt3968246	Comedy
tt1864442	Drama
tt4289972	\N
tt7656176	Drama
tt8055760	Adult
tt5917832	Adult
tt6512378	Comedy
tt4186926	Documentary
tt0593842	\N
tt0406905	Crime
tt1201845	Drama
tt1201845	Romance
tt6750500	Drama
tt6735696	Comedy
tt6735696	Game-Show
tt2118845	Mystery
tt3709770	Animation
tt3709770	Short
tt7450078	Comedy
tt7450078	Crime
tt3766604	Comedy
tt3766604	Short
tt5885308	\N
tt0570911	Drama
tt0570911	Romance
tt9178634	Action
tt9178634	Adventure
tt9178634	Animation
tt5153036	Drama
tt0335230	Drama
tt0335230	Short
tt9163594	Talk-Show
tt7916332	Comedy
tt8718236	Comedy
tt4985258	Adult
tt0538390	Comedy
tt0538390	Crime
tt1347361	Horror
tt1347361	Short
tt6497248	Drama
tt6497248	Short
tt6497248	Thriller
tt4417064	Comedy
tt4417064	Short
tt8648574	Action
tt8648574	Adventure
tt8648574	Comedy
tt7581870	\N
tt8303848	Drama
tt2348437	News
tt2348437	Talk-Show
tt7718684	Family
tt2075381	Short
tt2745952	\N
tt1261846	Adult
tt0979608	Drama
tt0979608	Mystery
tt0979608	Romance
tt3670716	Talk-Show
tt4857574	Documentary
tt4839852	Game-Show
tt4839852	Reality-TV
tt1570650	Short
tt0949089	Talk-Show
tt4456340	\N
tt4978366	Drama
tt4978366	Short
tt2062695	Drama
tt2062695	Short
tt2213564	Game-Show
tt1258801	Adult
tt6809380	\N
tt6672636	News
tt6672636	Talk-Show
tt8274662	Comedy
tt8274662	Drama
tt6658510	Romance
tt7677062	Comedy
tt8632000	Animation
tt8632000	Short
tt2324770	Comedy
tt2324770	Sci-Fi
tt0180619	Comedy
tt7028254	Talk-Show
tt0212035	Comedy
tt0212035	Drama
tt0212035	Short
tt1368379	Comedy
tt7305150	Adult
tt1884711	News
tt2455322	Adventure
tt2455322	Reality-TV
tt4350520	Drama
tt4891326	Documentary
tt5748306	Talk-Show
tt4991284	Animation
tt4991284	Comedy
tt4991284	Fantasy
tt1152134	Comedy
tt1152134	Music
tt1152134	Reality-TV
tt5406434	News
tt0980397	Game-Show
tt0292523	Drama
tt8225684	Drama
tt8225684	Family
tt4004004	Documentary
tt1335789	Comedy
tt1335789	Music
tt1335789	Talk-Show
tt0818992	Documentary
tt3395204	Animation
tt3395204	Short
tt0221182	Music
tt6322758	Comedy
tt6322758	Short
tt6131778	Action
tt6131778	Adventure
tt6131778	Animation
tt6965920	Talk-Show
tt3962514	Drama
tt6145698	Documentary
tt6300942	Documentary
tt1046509	Comedy
tt1046509	Drama
tt1046509	Family
tt2721832	Animation
tt2721832	Comedy
tt2721832	Sci-Fi
tt1137088	News
tt7716772	Comedy
tt7716772	Short
tt1354665	Music
tt7811120	Drama
tt7811120	Romance
tt0654898	Action
tt0654898	Adventure
tt0654898	Comedy
tt2413632	Mystery
tt2413632	Short
tt4735746	Reality-TV
tt8702638	Horror
tt3083080	Drama
tt3083080	Romance
tt1588729	Game-Show
tt0541446	\N
tt2496072	Talk-Show
tt3648460	Comedy
tt3648460	Music
tt3648460	Talk-Show
tt4785114	Action
tt4785114	Reality-TV
tt4785114	Sport
tt9080772	Drama
tt8815726	Music
tt8815726	Short
tt0690888	Music
tt0627200	Comedy
tt0627200	Music
tt0627200	Talk-Show
tt0669792	Comedy
tt0150769	Animation
tt0150769	Short
tt8213516	Talk-Show
tt0959331	Documentary
tt0959331	Short
tt1406455	News
tt1406455	Talk-Show
tt0278513	Documentary
tt0222238	Short
tt0222238	Western
tt1413593	Horror
tt1413593	Sci-Fi
tt1413593	Short
tt0362747	Animation
tt0362747	Comedy
tt0362747	Short
tt3128476	Documentary
tt3128476	Short
tt8849676	\N
tt2321031	Animation
tt2321031	News
tt4915964	Comedy
tt3817532	Animation
tt3817532	Comedy
tt3817532	Family
tt4863400	Adventure
tt4863400	Animation
tt4863400	Comedy
tt4004152	Comedy
tt4004152	Drama
tt4004152	Mystery
tt8445422	Documentary
tt4747230	Action
tt8100476	Drama
tt8100476	Music
tt8100476	Romance
tt8985294	Mystery
tt1746159	Adult
tt8235870	News
tt3544438	Action
tt3544438	Short
tt0753847	Music
tt1217780	Drama
tt6920784	Adult
tt6562032	Drama
tt2234998	News
tt2234998	Talk-Show
tt0299010	Documentary
tt9087966	Drama
tt9087966	Family
tt2270216	Drama
tt2270216	Romance
tt6097552	Drama
tt3907212	Comedy
tt3907212	Drama
tt4851282	Documentary
tt6199988	Comedy
tt1405280	Drama
tt1405280	Family
tt5317100	Talk-Show
tt6192716	Drama
tt6192716	News
tt4420874	Horror
tt1951212	Drama
tt1951212	Mystery
tt1951212	Thriller
tt1188195	Music
tt0255492	Short
tt3477432	Documentary
tt3477432	Music
tt5859716	Music
tt4173756	News
tt1539613	\N
tt6679714	Comedy
tt6679714	Talk-Show
tt2785260	Adult
tt8541406	News
tt4273122	Game-Show
tt3337784	Music
tt3337784	Talk-Show
tt1303852	Comedy
tt1884053	News
tt2550514	Crime
tt1743283	History
tt7259600	Comedy
tt7259600	Documentary
tt2109753	Music
tt1040045	Comedy
tt0363738	Comedy
tt3273312	Adult
tt4131728	Short
tt8864952	Short
tt8864952	Western
tt0971639	Drama
tt0971639	Romance
tt0940025	Biography
tt0940025	Documentary
tt5323062	Sport
tt7470288	Drama
tt0435589	Documentary
tt0435589	Sport
tt0585547	Comedy
tt2232898	Reality-TV
tt4513716	Action
tt4513716	Adventure
tt4513716	Animation
tt2832950	News
tt2832950	Talk-Show
tt8760098	Documentary
tt6015100	Documentary
tt6015100	Short
tt2507088	Drama
tt2507088	Romance
tt6957640	Family
tt6957640	Talk-Show
tt6575074	Sport
tt6474554	Drama
tt6474554	Mystery
tt0010789	Comedy
tt0010789	Short
tt2221511	News
tt2221511	Talk-Show
tt4328562	Music
tt5441000	Animation
tt7413942	Game-Show
tt2065797	Animation
tt8437258	Drama
tt8437258	Romance
tt5336870	Game-Show
tt0611710	Drama
tt0594226	Western
tt0244784	\N
tt4821598	\N
tt0657349	Comedy
tt0657349	Family
tt0657349	Romance
tt8606350	\N
tt1460920	Drama
tt5501674	History
tt5501674	War
tt0690606	Comedy
tt0690606	Talk-Show
tt3199400	News
tt4426084	Comedy
tt4426084	Short
tt1196631	Comedy
tt1196631	Musical
tt1196631	Short
tt3325122	Adult
tt1504988	Short
tt1171035	Comedy
tt6359350	News
tt8853194	\N
tt8035514	Documentary
tt4180762	Comedy
tt4180762	Short
tt1615697	Comedy
tt1148190	Comedy
tt0667571	Drama
tt0667571	Family
tt0811508	\N
tt9018902	Talk-Show
tt0596095	News
tt0596095	Talk-Show
tt2418198	Horror
tt2281465	Animation
tt2281465	Comedy
tt2281465	Short
tt0429464	Comedy
tt0429464	Game-Show
tt0971192	Short
tt0237246	Short
tt1394059	Adventure
tt1394059	Animation
tt1394059	Comedy
tt3956402	\N
tt4792336	Talk-Show
tt1093683	Comedy
tt1093683	Family
tt2971366	Talk-Show
tt4499610	Comedy
tt4499610	Talk-Show
tt1690076	Talk-Show
tt7195156	\N
tt7748588	Drama
tt3151948	Drama
tt7527446	Talk-Show
tt1388674	Drama
tt0339494	Drama
tt0339494	Short
tt0408347	Drama
tt0408347	Mystery
tt0408347	Sci-Fi
tt1229123	Documentary
tt7016642	Adult
tt4833366	Documentary
tt1114112	Talk-Show
tt3787644	Game-Show
tt1634291	Documentary
tt1634291	Short
tt3883762	News
tt2708638	News
tt2549528	Talk-Show
tt6571248	Action
tt6571248	Comedy
tt6571248	Horror
tt9032296	Reality-TV
tt7897598	Talk-Show
tt0925943	Family
tt7688862	\N
tt2929262	News
tt2929262	Short
tt8292362	Comedy
tt8292362	History
tt0918619	Family
tt0110005	Biography
tt0110005	Crime
tt0110005	Drama
tt6138754	Short
tt4688606	Family
tt2031760	Animation
tt2031760	Family
tt2031760	Fantasy
tt2045410	\N
tt8278268	\N
tt0522153	Comedy
tt0522153	Western
tt8854332	\N
tt3287528	News
tt2303158	History
tt5552844	News
tt5552844	Short
tt0758369	Talk-Show
tt0690422	Adventure
tt7965846	Action
tt7965846	Comedy
tt7965846	Sci-Fi
tt3598018	Comedy
tt3598018	Music
tt3598018	Talk-Show
tt8708802	Action
tt8708802	Drama
tt8708802	Mystery
tt4470854	Short
tt5258672	Adventure
tt5258672	Animation
tt5258672	Comedy
tt0348715	Comedy
tt0348715	Short
tt0348715	Western
tt1173329	Documentary
tt7442610	Drama
tt1807169	Drama
tt1807169	Romance
tt5680320	Drama
tt5680320	Family
tt6148316	Family
tt6148316	Game-Show
tt1780249	\N
tt1698554	Comedy
tt3958736	Reality-TV
tt1131661	Documentary
tt1131661	Short
tt1224239	Drama
tt2083765	News
tt2083765	Talk-Show
tt0330768	Animation
tt0330768	Comedy
tt0330768	Family
tt7616892	Adult
tt6318066	Drama
tt6318066	Short
tt5702514	Talk-Show
tt7540912	Drama
tt4890116	\N
tt3552666	\N
tt7766334	Comedy
tt7766334	Drama
tt7766334	Romance
tt4594994	Comedy
tt1878160	Action
tt1878160	Adventure
tt1878160	Animation
tt2279003	Short
tt3600834	Crime
tt3600834	Drama
tt5016656	Documentary
tt5016656	History
tt5016656	News
tt7591412	Talk-Show
tt8636272	Comedy
tt8636272	Drama
tt8636272	Romance
tt0177525	Comedy
tt0177525	Family
tt3754600	News
tt3754600	Talk-Show
tt2013352	Action
tt2013352	News
tt2013352	Sport
tt2602818	Talk-Show
tt2236150	Comedy
tt2188188	Documentary
tt5988166	Documentary
tt5033634	Drama
tt8961368	Mystery
tt8961368	Short
tt4908980	Action
tt5255130	Adventure
tt5255130	Animation
tt5255130	Comedy
tt2315481	Drama
tt5636152	Short
tt4000698	Sci-Fi
tt4000698	Short
tt4628262	Crime
tt4628262	Documentary
tt8155776	Action
tt8155776	Short
tt6332116	Comedy
tt6332116	Short
tt2029660	News
tt7175880	Documentary
tt7175880	Short
tt6744164	Comedy
tt6744164	Drama
tt1946093	Documentary
tt6405118	Action
tt6405118	Adventure
tt6405118	Animation
tt1148167	Documentary
tt6804356	Comedy
tt6804356	Drama
tt6804356	Romance
tt8246676	Talk-Show
tt7996212	Drama
tt6303648	Talk-Show
tt2765598	Family
tt5071474	Animation
tt5071474	Family
tt8420796	Adventure
tt8420796	Drama
tt8420796	Romance
tt7714326	\N
tt3702878	Documentary
tt3702878	Mystery
tt3702878	Short
tt2202759	\N
tt1458549	Animation
tt2215063	Musical
tt4283268	Documentary
tt7354484	Comedy
tt7354484	Sport
tt7354484	Talk-Show
tt0559533	Biography
tt0559533	Documentary
tt0019983	Crime
tt0019983	Drama
tt0019983	Romance
tt0374538	Short
tt7472498	Drama
tt4821912	\N
tt1526004	Talk-Show
tt0909834	Action
tt0909834	Drama
tt0909834	Romance
tt1898054	Game-Show
tt5691024	Adventure
tt5691024	Comedy
tt5691024	Family
tt0590364	Comedy
tt0411400	Drama
tt0411400	Short
tt2022834	Adventure
tt2022834	Comedy
tt2022834	Family
tt5309742	Comedy
tt0768282	Reality-TV
tt5449768	Comedy
tt5449768	Romance
tt5449768	Short
tt5417150	Crime
tt5417150	Drama
tt5417150	Romance
tt2971282	Reality-TV
tt0863922	\N
tt1544113	Comedy
tt1544113	Family
tt9064942	Animation
tt9064942	Documentary
tt9064942	Sci-Fi
tt8356628	Drama
tt8356628	Music
tt8356628	Musical
tt1529967	Drama
tt1529967	Romance
tt7961940	\N
tt1194112	Music
tt0659857	Crime
tt0659857	Drama
tt6043672	Adult
tt5825690	Drama
tt5825690	Fantasy
tt5825690	Romance
tt0134657	Drama
tt0134657	Short
tt1021381	Fantasy
tt1021381	Reality-TV
tt0982963	Comedy
tt0982963	Romance
tt1348386	Comedy
tt1348386	Family
tt1348386	Musical
tt3168146	Comedy
tt3168146	Family
tt1586605	Comedy
tt2045412	\N
tt2228714	Family
tt2228714	Game-Show
tt1668023	Drama
tt1668023	Short
tt1407082	Animation
tt1407082	Fantasy
tt7092680	Drama
tt2132783	News
tt8669906	Talk-Show
tt6959598	Documentary
tt6621194	Drama
tt6621194	Short
tt2770668	Comedy
tt2770668	Fantasy
tt2770668	Romance
tt1239880	Animation
tt6220078	Comedy
tt6220078	Talk-Show
tt6672428	\N
tt3751252	Drama
tt1734394	\N
tt1636875	Drama
tt1636875	Romance
tt3126954	Animation
tt3126954	Fantasy
tt3126954	Short
tt7529662	Reality-TV
tt0300944	Drama
tt6342288	Drama
tt6342288	Romance
tt6342288	Short
tt7292202	Short
tt8751610	Music
tt8751610	Short
tt8429538	Comedy
tt6067878	Drama
tt6067878	Romance
tt4098226	Crime
tt4098226	Mystery
tt4626374	Short
tt5109706	Drama
tt5109706	Romance
tt6217092	Sport
tt1062387	Comedy
tt1062387	Short
tt5826346	News
tt1756104	Drama
tt1756104	Reality-TV
tt2093241	Short
tt2093241	Thriller
tt0670754	\N
tt7755246	Drama
tt7755246	Reality-TV
tt5344496	Animation
tt2141268	\N
tt0516725	Drama
tt0082952	Comedy
tt0082952	Drama
tt1411477	Comedy
tt1411477	Talk-Show
tt1129431	Horror
tt7799872	Documentary
tt7799872	Music
tt7844516	Adventure
tt7844516	Animation
tt7844516	Comedy
tt8452720	Adult
tt4804268	\N
tt2370425	Comedy
tt2370425	Game-Show
tt2370425	News
tt1544956	Crime
tt1544956	Drama
tt7049646	Adult
tt7049646	Drama
tt1602514	Documentary
tt0800145	Thriller
tt8058398	\N
tt8679872	Animation
tt8679872	Sci-Fi
tt1436366	Drama
tt2079573	Comedy
tt0242510	Comedy
tt0242510	Horror
tt2643910	Comedy
tt1200944	Comedy
tt1200944	Romance
tt9204730	Documentary
tt6373362	Action
tt6373362	Crime
tt6373362	Drama
tt0745305	Comedy
tt0745305	Sci-Fi
tt7820144	Romance
tt6174210	Reality-TV
tt6765454	News
tt2082895	Comedy
tt0677948	Comedy
tt4683778	Drama
tt4683778	Family
tt2154226	Documentary
tt2580154	Comedy
tt2119294	Music
tt2215381	Drama
tt2215381	Thriller
tt2599730	Drama
tt4209752	Action
tt4209752	Adventure
tt4209752	Animation
tt0620785	Comedy
tt6120976	Drama
tt6120976	Romance
tt6581438	Reality-TV
tt5567170	Drama
tt8430220	News
tt8266330	Drama
tt0602443	Comedy
tt0602443	War
tt0322430	Short
tt4212308	Adult
tt0784262	Game-Show
tt0924446	Adult
tt3657886	Comedy
tt3657886	Drama
tt3657886	Romance
tt1120673	Action
tt1120673	Adventure
tt1120673	Animation
tt3477764	Drama
tt3477764	Family
tt3477764	Short
tt7734714	Drama
tt7734714	Mystery
tt7734714	Short
tt7380148	Biography
tt7380148	Crime
tt7380148	Documentary
tt6972234	Comedy
tt6972234	Drama
tt6972234	Musical
tt0348067	Short
tt3535590	Talk-Show
tt4176332	News
tt0045827	Action
tt0045827	Drama
tt0045827	War
tt6851726	\N
tt1067347	Comedy
tt1067347	News
tt1067347	Talk-Show
tt4354892	Animation
tt4354892	Documentary
tt4354892	Drama
tt0651957	Comedy
tt0651957	Family
tt0837392	\N
tt1872174	Drama
tt6944376	Comedy
tt6944376	Drama
tt6944376	Romance
tt1396320	Documentary
tt1418211	Drama
tt1272098	Comedy
