movieId	title	startYear	isAdult	runtimeMinutes	rating	numVotes
tt1139990	The Journal	2007	0	23	6.0	5
tt6940750	Katrin entscheidet über Patricks Zukunft	2011	0	\N	0.0	0
tt2272719	Here Comes Cruise	1983	0	\N	0.0	0
tt3361026	Cinders of the Vineyard	1976	0	105	0.0	0
tt8570076	Episode #2.123	1990	0	\N	0.0	0
tt6057360	Terra Mãe	2015	0	\N	0.0	0
tt4192148	Highly Functional	2017	0	85	7.4	15
tt5206286	Babyfaced	2015	1	\N	0.0	0
tt6161682	Keiba no gakkou	2016	0	\N	0.0	0
tt1053903	Orange Girl	2002	0	\N	0.0	0
tt8602156	Episode #1.5	1982	0	30	0.0	0
tt2315265	T-Pain	2011	0	\N	0.0	0
tt3719064	Episode #1.21	2014	0	58	9.0	37
tt0802727	What's Been Going on This Week Then?	1997	0	\N	0.0	0
tt9113288	Episode #1.10	2012	0	\N	0.0	0
tt7124944	A Cantada	2017	0	\N	0.0	0
tt3583820	Episode #10.19	2012	0	\N	0.0	0
tt7211354	Car	2017	0	\N	0.0	0
tt1294100	Bangladesh: The Drowning Country	2008	0	\N	0.0	0
tt6163096	Dick Letter	2016	0	\N	0.0	0
tt0161337	Busted Blossoms	1934	0	\N	3.6	5
tt5723276	Hunting 4 Hubbies	2015	0	\N	0.0	0
tt8663772	Pacific Rim Uprising: Next Level Jaegers	2018	0	5	0.0	0
tt0324436	Viaje por una larga noche	1977	0	100	0.0	0
tt1022697	Episode #1.5	2006	0	\N	0.0	0
tt1007196	Episode #1.3554	2001	0	\N	0.0	0
tt0945526	Kultainen noutaja	2007	0	143	6.5	16
tt5717538	Genie	2011	0	3	0.0	0
tt1067715	Informe per a una acadèmia	1989	0	45	0.0	0
tt0123502	Black Magic 2	1994	1	\N	0.0	0
tt0877745	The Newlyweds Get Settled	1961	0	30	7.9	8
tt2387240	Golawala	2012	0	40	0.0	0
tt0650338	Women Are from Mars, Men Are from Saturn	1996	0	\N	6.1	7
tt1815839	Muj ded	2004	0	6	0.0	0
