tconst	averageRating	numVotes
tt0179476	3.5	34
tt0179575	5.1	18
tt0179649	7.6	25
tt0180352	8.0	144
tt0180488	6.6	69
tt0180494	6.2	11
tt0180503	6.9	12
tt0180573	5.8	18
tt0180685	6.0	172
tt0180916	6.9	543
tt0180948	5.6	17
tt0181264	8.1	12
tt0181628	6.6	15
tt0181669	7.0	50
tt0182056	6.7	47
tt0182104	5.6	11
tt0182640	7.9	24
tt0182972	8.0	5
tt0183126	6.6	168
tt0183477	5.8	42
tt0183575	4.6	58
tt0183576	7.8	16
tt0183620	3.7	61
tt0183773	7.3	12
tt0183833	4.8	45
tt0184078	5.7	21
tt0184377	7.3	13
tt0184424	8.7	6737
tt0184440	5.7	29
tt0184764	5.6	7
tt0184782	7.0	113
tt0184853	8.3	6
tt0185139	5.8	12
tt0185910	6.7	107
tt0185987	6.2	11
tt0186011	6.8	13
tt0186265	8.8	47
tt0186446	4.9	11
tt0186800	6.0	5
tt0186919	7.1	56
tt0187073	5.3	38
tt0187268	6.9	7
tt0187389	7.7	20
tt0187457	6.4	899
tt0187571	3.5	6
tt0187778	6.3	7
tt0188140	6.5	78
tt0188374	7.7	11
tt0188378	7.8	18
tt0188484	6.5	14
tt0189887	6.5	38
tt0190280	7.4	7
tt0190524	4.6	8328
tt0190675	4.8	6
tt0190717	7.2	5
tt0191280	6.6	89
tt0191344	6.1	7
tt0191450	6.5	31
tt0191554	6.1	30
tt0191692	5.9	242
tt0191757	6.5	11
tt0192391	6.2	21
tt0192463	8.0	14
tt0192765	6.6	13
tt0192789	6.4	23
tt0192846	6.0	21
tt0193062	4.1	58
tt0193117	6.3	15
tt0193135	5.7	138
tt0193196	7.6	88
tt0194051	7.5	594
tt0194081	6.8	8
tt0194113	7.3	75
tt0194629	7.4	8
tt0194735	5.5	6
tt0194780	7.2	8
tt0195332	7.4	7
tt0195343	5.6	36
tt0195491	7.1	14
tt0195599	6.5	70
tt0195871	6.5	50
tt0195996	4.8	20
tt0196068	4.3	158
tt0196235	6.3	22
tt0196262	6.2	6
tt0196312	6.9	90
tt0196753	4.4	15
tt0196902	6.0	68
tt0196907	6.7	63
tt0197094	6.4	2852
tt0197160	8.2	23
tt0197195	8.1	8
tt0197332	5.5	27
tt0197644	5.1	131
tt0197683	2.8	6
tt0197842	7.1	25
tt0198270	7.9	199
tt0198706	5.7	9
tt0199414	5.8	61
tt0199490	5.1	93
tt0199877	4.2	5
tt0200137	8.6	8
tt0200413	5.7	43
tt0200737	7.5	44
tt0200739	5.3	85
tt0200819	6.6	13
tt0200826	4.2	16
tt0200878	6.9	25
tt0200974	7.9	16
tt0200987	6.7	30
tt0201169	5.8	8
tt0201346	7.4	14
tt0201476	2.6	10
tt0201589	6.5	157
tt0201624	6.8	12
tt0201729	7.4	17
tt0202452	4.1	30
tt0202656	7.7	38
tt0203628	6.9	43
tt0203933	6.5	410
tt0204024	6.7	9
tt0204131	8.0	21
tt0204442	7.2	12
tt0204550	5.4	81
tt0205139	6.4	5
tt0205814	8.9	16
tt0206710	7.9	27
tt0206739	8.3	7
tt0206902	8.0	9
tt0207546	3.9	48
tt0207568	4.7	42
tt0208167	6.2	17
tt0208290	3.8	5
tt0208400	5.8	51
tt0208620	8.2	89
tt0208883	6.0	84
tt0208910	7.9	17
tt0208923	7.4	18
tt0209395	5.9	29
tt0209397	7.9	13
tt0209465	5.8	22
tt0210570	7.5	8
tt0210636	7.4	71
tt0210840	4.0	191
tt0211080	7.4	5
tt0211797	6.6	122
tt0212429	6.7	86
tt0212642	7.0	32
tt0212662	7.2	473
tt0213370	7.3	578
tt0213483	4.2	11
tt0213824	4.6	22
tt0214364	7.0	60
tt0214736	8.7	9
tt0215150	8.0	5
tt0215696	5.8	12
tt0215720	7.4	5
tt0216089	6.9	87
tt0216339	7.0	13
tt0216705	6.7	109
tt0216759	5.9	100
tt0216790	5.2	17
tt0217070	4.7	33
tt0217266	4.9	17
tt0217378	9.4	7
tt0217489	4.5	86
tt0217613	8.2	58
tt0217643	6.4	118
tt0218398	5.2	32
tt0218535	7.5	8
tt0218611	7.0	31
tt0218848	7.5	38
tt0218914	6.2	31
tt0219075	8.0	114
tt0219101	4.9	16
tt0219332	6.5	39
tt0219404	6.4	8
tt0219952	5.0	9185
tt0220118	5.8	241
tt0220141	5.6	13
tt0220158	7.6	18
tt0220436	6.0	7
tt0220585	5.5	143
tt0220719	6.9	22
tt0220911	6.6	7
tt0221089	4.3	11
tt0221309	4.6	947
tt0221498	7.0	7
tt0221521	3.2	5
tt0221759	6.0	7
tt0221899	4.7	26
tt0222239	6.3	7
tt0222258	5.7	99
tt0222574	3.3	17
tt0222594	7.8	5
tt0222596	8.0	38
tt0222807	7.7	35
tt0223069	6.3	13
tt0223189	1.5	104
tt0223379	7.2	8
tt0223898	6.8	32
tt0224214	6.0	342
tt0225529	6.5	6
tt0225615	6.9	103
tt0226057	4.6	23
tt0226102	6.8	27
tt0226520	5.3	30
tt0227399	5.0	10
tt0227580	5.9	9
tt0227929	7.9	15
tt0228137	7.1	80
tt0228360	5.3	46
tt0228660	7.0	248
tt0228780	5.3	80
tt0229157	5.5	10
tt0229223	5.3	6
tt0229563	6.9	12
tt0229694	6.5	584
tt0229703	6.3	21
tt0230063	5.8	34
tt0230294	7.5	69
tt0231290	6.4	85
tt0231296	6.7	22
tt0231950	5.8	11
tt0232497	6.7	48
tt0232877	5.3	6
tt0233270	8.0	209
tt0233275	3.9	13
tt0233562	7.1	168
tt0233703	6.5	47
tt0233979	7.4	416
tt0234176	3.5	6
tt0234683	6.6	18
tt0235264	8.4	5
tt0236040	5.1	22
tt0236325	4.7	19
tt0236450	7.3	132
tt0236730	8.7	6
tt0237061	5.5	12
tt0237154	6.1	11
tt0237186	5.7	10
tt0237930	8.7	39
tt0238103	4.6	5
tt0238417	6.5	27
tt0238452	5.3	7
tt0238627	5.2	651
tt0238822	5.4	7
tt0238910	7.2	6
tt0239140	5.6	7
tt0239251	7.2	218
tt0239451	6.0	32
tt0239808	7.3	7
tt0239818	6.8	21
tt0239995	8.3	26
tt0240066	2.9	13
tt0240219	7.0	920
tt0240417	4.9	7
tt0240568	6.6	5
tt0240744	7.7	141
tt0240863	4.1	54
tt0241103	8.1	79
tt0241139	5.0	6
tt0242289	6.2	9
tt0242468	5.7	12
tt0242486	6.1	7
tt0243555	7.5	11
tt0244578	7.1	10
tt0244693	7.6	22
tt0244715	5.7	162
tt0244946	8.2	5
tt0245243	7.0	136
tt0245518	6.7	63
tt0245706	6.6	67
tt0245718	6.8	70
tt0245932	4.5	64
tt0246359	5.0	246
tt0246386	7.7	18
tt0247087	7.1	1203
tt0247089	6.8	110
tt0247410	6.3	16
tt0247500	7.2	367
tt0247583	4.7	15
tt0247654	7.6	19
tt0247731	3.8	5
tt0247787	4.3	65
tt0248097	7.0	11
tt0248300	6.2	56
tt0248559	3.0	10
tt0248640	4.5	2833
tt0248710	8.3	10
tt0248934	7.6	342
tt0248961	5.0	7
tt0249262	6.0	26
tt0249478	5.5	22836
tt0249823	8.6	16
tt0250094	6.2	15
tt0250181	5.2	15
tt0250366	8.6	28
tt0250937	5.4	32
tt0251504	5.5	152
tt0252392	8.9	28
tt0252423	5.5	53
tt0252611	8.2	4165
tt0253223	5.9	15
tt0253794	7.1	11
tt0253831	6.3	106
tt0254844	7.1	25
tt0255268	4.9	129
tt0255522	5.6	86
tt0255713	6.2	1338
tt0255978	6.6	25
tt0256339	5.4	5
tt0256342	7.5	11
tt0257510	3.7	1586
tt0257854	3.0	10
tt0258314	4.6	8
tt0258730	8.0	6
tt0258967	6.7	5764
tt0258982	6.9	8
tt0259208	7.3	57
tt0259593	7.4	19
tt0259604	8.0	10
tt0260199	5.9	9
tt0260492	6.8	149
tt0260554	5.9	12
tt0260997	7.7	23
tt0261423	4.0	9
tt0261614	7.2	104
tt0261653	5.2	5
tt0261706	5.8	56
tt0261879	4.7	9
tt0261914	5.6	10
tt0262156	7.0	9
tt0262859	5.7	10
tt0263077	5.6	21
tt0263116	6.7	53
tt0263610	5.7	18
tt0263748	7.0	63
tt0264071	6.8	6
tt0265587	2.7	234
tt0265901	5.4	12
tt0266179	3.7	11
tt0266422	6.7	76
tt0266751	6.5	15
tt0267050	6.5	194
tt0267405	5.8	6
tt0267479	4.8	37
tt0267695	7.8	11
tt0267718	7.4	14
tt0267831	5.9	15
tt0268288	5.2	1311
tt0268343	6.0	181
tt0268365	4.7	153
tt0268652	8.4	7
tt0268841	4.6	10
tt0269006	7.4	7
tt0269120	7.9	15
tt0270280	7.5	21
tt0270304	5.3	6
tt0270589	7.0	25
tt0270753	8.7	11
tt0270893	4.6	18
tt0270986	5.0	8
tt0271137	3.3	31
tt0271147	6.6	114
tt0271284	6.4	7
tt0271410	7.5	17
tt0271461	6.3	2380
tt0271693	6.8	163
tt0271794	6.9	13
tt0272072	3.2	6
tt0273306	7.3	305
tt0274366	6.1	7
tt0274368	3.0	7
tt0274401	6.8	26
tt0274431	5.0	37
tt0274619	6.9	18
tt0274621	6.2	86
tt0274626	6.2	392
tt0274806	5.2	61
tt0274837	7.4	31
tt0274951	5.9	17
tt0275127	7.1	47
tt0275130	6.0	9
tt0275778	6.5	19
tt0275801	5.5	24
tt0275913	3.1	1153
tt0275961	2.8	5
tt0276027	8.0	7
tt0276211	5.9	22
tt0276347	3.3	7
tt0276428	5.8	322
tt0276453	8.2	33
tt0276500	5.2	120
tt0276626	3.0	133
tt0276670	5.5	97
tt0276981	8.7	9
tt0277274	5.4	5
tt0277477	7.3	109
tt0277490	8.6	1241
tt0277503	2.4	13
tt0277593	6.0	24
tt0277620	6.4	13
tt0277733	9.0	5
tt0277924	3.5	11
tt0277994	7.2	10
tt0278044	6.2	160
tt0278781	6.0	220
tt0279927	6.9	12
tt0280209	2.1	209
tt0280381	7.2	1375
tt0280446	6.8	65
tt0280609	6.8	49407
tt0280610	7.0	10
tt0280672	3.7	841
tt0280674	5.6	2941
tt0280840	7.5	95
tt0280883	4.7	17
tt0281285	7.3	6
tt0281614	4.9	65
tt0282077	5.9	43
tt0282179	3.0	1304
tt0282537	8.1	271
tt0282765	8.5	6
tt0282856	6.4	2228
tt0283486	4.9	73
tt0283520	7.9	105
tt0283792	7.8	5
tt0283999	6.1	605
tt0284100	2.8	13
tt0284480	4.8	5
tt0284786	2.4	106
tt0284942	4.7	18
tt0284972	5.4	43
tt0285131	7.9	106
tt0285166	6.6	188
tt0285486	8.2	62
tt0285803	7.6	55
tt0285864	5.7	6
tt0286010	8.4	365
tt0286103	9.0	24
tt0286195	5.6	5
tt0286208	7.7	80
tt0286230	7.0	21
tt0286261	7.6	8931
tt0286342	5.6	2133
tt0286405	7.1	25
tt0286494	6.8	8
tt0286613	7.0	39
tt0286640	3.7	147
tt0286989	6.5	606
tt0287603	5.8	295
tt0287687	4.2	5
tt0287748	5.8	17
tt0287847	2.8	8
tt0288108	8.7	18
tt0288203	5.4	25
tt0288567	6.8	5
tt0288711	4.4	13
tt0288768	6.2	5
tt0289010	6.8	78
tt0289295	7.5	90
tt0289346	7.2	32
tt0289356	7.0	5
tt0289426	7.3	15
tt0289565	6.7	7
tt0289664	5.6	5
tt0289864	5.6	58
tt0289918	7.3	40
tt0290009	6.7	20
tt0290015	7.0	1195
tt0290021	8.6	46
tt0290139	7.4	41
tt0290233	6.0	46
tt0290395	6.2	8
tt0290767	5.2	12
tt0290962	7.2	19
tt0290965	8.8	12
tt0291137	3.2	21
tt0291149	7.4	60
tt0291769	7.9	8
tt0292321	7.2	46
tt0292377	5.0	27
tt0292515	6.7	18
tt0292649	9.2	65
tt0292694	6.7	115
tt0292720	6.7	927
tt0292812	8.0	2341
tt0292907	7.1	34
tt0292953	5.0	6
tt0293202	5.7	12
tt0293478	4.7	937
tt0293674	4.7	20
tt0293688	6.8	16
tt0293783	5.1	42
tt0293886	6.5	111
tt0293901	6.8	2272
tt0293934	8.3	10
tt0294086	7.4	825
tt0294131	7.2	52
tt0294193	6.6	8
tt0294490	8.2	6
tt0294677	5.3	116
tt0294805	7.2	198
tt0295136	5.6	7
tt0295152	5.6	180
tt0295168	7.2	297
tt0295352	8.6	8
tt0295597	8.3	7
tt0295624	8.1	10
tt0295636	6.9	138
tt0295668	6.0	6
tt0296005	7.5	8
tt0296133	7.7	7
tt0296577	8.6	15
tt0296852	8.6	458
tt0297300	8.4	14
tt0297611	6.2	10
tt0297672	5.8	5
tt0297830	5.7	15
tt0298068	7.4	24
tt0298365	7.6	10
tt0298633	7.0	159
tt0298979	7.0	6
tt0299175	7.1	10
tt0299504	7.4	15
tt0300312	5.4	8
tt0300330	4.9	7
tt0300441	4.6	8
tt0300519	6.2	6
tt0301000	6.1	33
tt0301071	6.0	11
tt0301393	4.1	499
tt0301670	6.8	174
tt0301776	7.3	15
tt0301931	8.2	53
tt0302141	8.2	285
tt0302584	7.2	25
tt0302786	7.2	169
tt0303394	7.8	231
tt0303749	3.3	7
tt0303875	6.9	12
tt0303921	8.0	6
tt0304074	4.8	6
tt0304532	7.4	5
tt0304599	7.2	1065
tt0304700	5.7	62
tt0305046	7.4	128
tt0305102	7.8	10
tt0305152	6.7	20
tt0305370	5.6	21
tt0305596	6.7	97
tt0305860	6.1	13
tt0305987	6.8	5
tt0306202	7.0	29
tt0306287	5.0	22
tt0306325	7.8	17
tt0306522	5.9	123
tt0307142	8.4	11
tt0307715	4.7	35
tt0308110	6.7	6
tt0308287	5.9	7
tt0308508	7.5	2453
tt0308672	6.7	233
tt0308791	7.1	15
tt0309255	1.4	71
tt0309394	3.8	43
tt0309702	6.9	9
tt0309878	6.1	33
tt0309926	6.0	117
tt0310260	8.6	384
tt0310267	5.3	15
tt0310313	6.5	804
tt0310570	5.0	39
tt0310660	6.1	30
tt0310736	7.4	451
tt0310855	5.6	66
tt0310893	6.0	8
tt0311124	5.6	17
tt0311300	5.4	26
tt0311768	4.9	10
tt0312240	8.2	48
tt0312322	8.1	7
tt0312371	7.4	8
tt0312437	8.6	9
tt0312445	2.8	13
tt0312510	5.9	183
tt0312635	5.3	9
tt0312647	6.9	22
tt0312652	9.0	6
tt0312717	4.7	10
tt0312773	7.3	2554
tt0313294	8.1	77
tt0313356	7.8	22
tt0313382	7.2	48
tt0313478	5.4	13
tt0313607	7.5	8
tt0313775	7.1	93
tt0313980	6.3	47
tt0314087	6.1	10
tt0314126	8.0	7
tt0314478	5.8	12
tt0315792	3.8	25
tt0315823	6.9	104
tt0315887	6.5	28
tt0315924	7.0	5
tt0316232	7.0	6
tt0316290	6.5	81
tt0316475	8.0	21
tt0316562	7.0	150
tt0316595	4.7	9
tt0316724	1.8	51
tt0317042	6.1	5210
tt0317852	6.0	26
tt0317913	5.8	17
tt0318012	7.2	32
tt0318120	4.0	8
tt0318959	6.2	2339
tt0319239	7.8	6
tt0319246	6.0	10
tt0319450	6.4	33
tt0319499	5.0	19
tt0319941	6.1	30
tt0320639	6.4	9
tt0320662	9.3	80
tt0320757	6.7	179
tt0320795	6.8	135
tt0320806	8.4	5
tt0320860	6.6	67
tt0320907	6.1	15
tt0320913	6.2	78
tt0320924	7.5	112
tt0322012	8.7	40
tt0322181	5.0	16
tt0322621	5.7	345
tt0322638	5.1	8
tt0322780	7.6	9
tt0322909	7.3	21
tt0322939	8.0	8
tt0323140	7.6	8
tt0323156	8.2	16
tt0323219	6.2	19
tt0323292	5.0	5
tt0323576	5.3	38
tt0323788	7.2	9
tt0323836	4.6	36
tt0324155	7.3	23
tt0324349	4.4	33
tt0324384	9.0	140
tt0324458	8.2	24
tt0324518	4.0	336
tt0324568	6.1	74
tt0324721	6.4	55
tt0324934	8.1	51
tt0325223	6.0	58
tt0325313	8.9	9
tt0325731	7.2	13
tt0325932	8.5	99
tt0326008	6.1	99
tt0326179	7.8	37
tt0326296	4.8	5
tt0326506	7.4	17
tt0326521	4.5	14
tt0326541	2.2	30
tt0327005	3.3	215
tt0328731	8.1	74
tt0328864	7.3	13
tt0328970	7.8	906
tt0329104	8.5	6
tt0329490	5.4	748
tt0330206	7.4	7
tt0330219	3.7	23
tt0330920	6.5	13
tt0331436	8.2	137
tt0331601	4.1	87
tt0331836	5.3	16
tt0332834	6.7	793
tt0333058	7.9	12
tt0333089	5.0	235
tt0333565	8.1	29
tt0333937	5.9	85
tt0334626	4.2	9
tt0334824	7.2	13
tt0334855	5.4	5
tt0334868	8.3	6
tt0334884	7.5	26
tt0334955	7.8	29
tt0334999	4.1	7
tt0335205	6.8	12
tt0335351	6.3	1527
tt0335442	7.4	5
tt0335638	7.0	5
tt0336410	9.4	9
tt0336994	7.6	24
tt0338189	7.0	14
tt0338639	6.1	1104
tt0339221	6.1	17
tt0339412	5.5	13097
tt0339535	8.4	5137
tt0339625	4.3	6
tt0339969	7.1	902
tt0339988	4.2	702
tt0340210	6.6	24
tt0340453	7.3	110
tt0341187	5.2	14
tt0341522	6.4	74
tt0341600	6.4	12
tt0341697	7.8	5
tt0342273	6.8	123
tt0342512	7.2	124
tt0342558	6.3	22
tt0342686	10.0	5
tt0342694	3.3	35
tt0343123	5.3	99
tt0343415	7.9	28
tt0343556	4.3	15
tt0343843	7.9	17
tt0344174	7.4	87
tt0344195	6.1	17
tt0344516	4.8	110
tt0344616	6.8	180
tt0344638	5.9	15
tt0344842	3.7	7
tt0344869	5.3	7
tt0345076	8.0	6
tt0345477	6.9	19
tt0346108	7.2	8
tt0346164	7.3	147
tt0346416	8.2	10
tt0346646	5.1	11
tt0346786	6.0	21
tt0346844	5.9	37
tt0346916	6.8	12
tt0348042	6.3	11
tt0348326	7.6	11
tt0348481	7.0	6
tt0348866	7.5	72
tt0348988	5.5	15
tt0349037	7.1	7
tt0349072	2.8	6
tt0349260	6.1	2354
tt0349728	8.8	14
tt0350411	7.1	15
tt0350683	7.2	6
tt0350827	6.3	39
tt0350986	5.1	17
tt0351169	6.8	6
tt0351464	6.7	7
tt0351826	6.9	217
tt0352078	6.5	446
tt0352331	6.0	5
tt0352722	7.0	32
tt0353051	4.7	15
tt0353409	5.7	17
tt0353860	6.3	11
tt0353893	3.0	10
tt0353913	8.5	27
tt0354134	9.5	8
tt0354144	4.9	7
tt0354279	7.7	109
tt0354293	7.1	232
tt0354417	7.4	5
tt0354690	5.3	1035
tt0354786	3.5	82
tt0355157	6.2	5
tt0355173	5.2	23
tt0355289	6.0	12
tt0355519	9.2	27
tt0355608	6.2	8
tt0355610	5.7	6
tt0355975	6.7	116
tt0356252	9.1	23
tt0356362	3.6	21
tt0356467	3.3	12
tt0357013	5.6	29
tt0357259	6.6	5
tt0357334	7.5	13
tt0357982	9.1	16
tt0358270	7.8	5
tt0358656	5.6	13
tt0358901	6.2	8
tt0358982	6.9	8
tt0359153	8.2	10
tt0359484	6.9	203
tt0359506	6.6	9
tt0360389	5.9	7
tt0360627	6.8	6
tt0361105	6.6	25
tt0361458	3.3	10
tt0361467	4.6	25342
tt0361794	5.8	26
tt0362104	8.5	43
tt0362163	5.7	157
tt0362175	5.6	7
tt0362321	6.3	17
tt0362545	8.7	9
tt0362993	7.5	32
tt0363133	7.0	5
tt0363564	7.8	8
tt0363721	6.2	325
tt0363801	7.4	205
tt0364750	6.0	7
tt0364806	7.5	851
tt0364843	8.7	2316
tt0364953	6.9	63
tt0365163	7.3	105
tt0365978	6.2	13
tt0366047	7.9	9
tt0366147	5.4	5
tt0366429	6.9	60
tt0366673	5.8	46
tt0366745	4.3	9
tt0366929	4.7	23
tt0367263	6.9	68
tt0367264	7.3	7
tt0367846	7.0	9
tt0367914	6.0	22
tt0368205	5.7	6
tt0368461	6.6	10
tt0368709	6.4	63000
tt0368896	6.7	1324
tt0369137	7.3	576
tt0369221	8.6	12
tt0369272	7.2	46
tt0369635	7.2	9
tt0369666	6.2	5
tt0369759	7.6	15
tt0369783	6.6	19
tt0369970	7.6	5
tt0371008	4.8	347
tt0371387	9.1	9
tt0371456	2.4	10
tt0371697	8.5	602
tt0371843	7.5	16
tt0371920	3.1	1954
tt0372144	8.0	12
tt0372518	7.8	10
tt0372586	4.5	16
tt0372800	8.0	212
tt0372807	7.0	7
tt0372883	6.8	56
tt0373328	8.4	8
tt0373636	8.1	56
tt0373756	7.6	9
tt0373873	7.4	62
tt0374323	6.5	10
tt0374388	5.6	5
tt0374496	6.3	248
tt0374598	6.3	7
tt0374614	8.4	69
tt0374615	5.8	5
tt0374877	8.6	10
tt0375002	6.1	45
tt0375529	6.6	172
tt0375782	5.4	1400
tt0376671	5.2	16
tt0376778	7.1	10
tt0376936	8.8	6
tt0377001	7.2	125
tt0377967	7.4	7
tt0378064	7.0	5
tt0378381	6.5	6
tt0378578	7.3	22
tt0378801	8.0	14
tt0379228	6.7	9
tt0379535	8.6	16
tt0379559	6.4	15
tt0379795	7.5	43
tt0380531	4.2	148
tt0380584	6.8	36
tt0381081	6.8	40
tt0381200	3.3	14
tt0381548	6.6	8
tt0381798	8.4	23461
tt0382025	7.1	9
tt0382311	7.2	10
tt0382363	2.7	13
tt0382705	5.7	40
tt0382767	6.4	18
tt0382784	5.7	29
tt0382943	4.3	3206
tt0382957	7.0	5
tt0383329	6.6	17
tt0383540	6.3	16
tt0383971	5.9	10
tt0384233	2.8	9
tt0384327	9.2	6
tt0384881	7.2	39
tt0386152	7.1	21
tt0386207	8.0	56
tt0386412	6.8	9
tt0386713	3.7	321
tt0387524	8.4	5
tt0387720	8.0	53
tt0387986	5.8	10
tt0388541	7.1	16
tt0388638	6.6	17
tt0389443	3.9	8
tt0389568	7.1	99
tt0389646	7.1	17
tt0389708	5.7	54
tt0389940	6.8	8
tt0390133	7.2	19
tt0390376	3.6	39
tt0390516	7.9	467
tt0390739	5.8	12
tt0390812	5.1	9
tt0391042	7.4	7
tt0391457	6.8	9
tt0391582	4.6	11
tt0391813	5.2	9
tt0391893	4.9	8
tt0392370	7.7	7
tt0392772	6.6	7
tt0392992	5.7	36
tt0393127	8.8	15
tt0393175	9.2	8
tt0394153	6.2	41
tt0394225	6.0	73
tt0394345	6.0	44
tt0394431	8.6	160
tt0394437	7.3	22
tt0394529	6.0	6
tt0394812	8.5	54
tt0395489	7.5	87
tt0395605	2.6	36
tt0395705	7.0	11
tt0396514	6.3	34
tt0396563	4.5	1239
tt0396878	8.0	8
tt0396915	6.2	18
tt0397114	4.9	8
tt0397232	6.4	31
tt0397380	6.8	137
tt0397500	6.2	22
tt0397534	8.0	5
tt0397567	7.8	8
tt0397705	5.2	5
tt0398129	8.3	23
tt0398431	5.8	10
tt0398555	4.7	9
tt0398718	7.5	84
tt0398846	7.2	288
tt0399584	4.9	7
tt0399849	5.6	7
tt0400543	6.7	36
tt0401200	7.4	5
tt0401280	6.6	7
tt0401398	5.9	8883
tt0402000	3.0	18
tt0402052	6.5	450
tt0402105	6.8	37
tt0403161	4.9	14
tt0403386	6.2	265
tt0403579	7.7	1113
tt0403804	7.4	23
tt0403972	6.8	76
tt0404254	6.3	18674
tt0404381	7.0	7
tt0404430	6.8	15
tt0404434	7.5	55
tt0404673	5.8	6
tt0404836	6.9	10
tt0404952	5.2	10
tt0405047	5.7	7
tt0405079	5.8	12
tt0405412	7.5	12
tt0405418	7.4	151
tt0405974	5.7	9
tt0406115	7.0	132
tt0406548	6.2	21
tt0406587	7.0	9
tt0406632	2.5	61
tt0407296	4.2	12
tt0407342	6.5	909
tt0407451	6.5	23
tt0407658	6.6	9883
tt0407872	6.9	29
tt0408155	7.7	21
tt0408161	7.2	48
tt0408976	5.0	679
tt0409390	7.8	22
tt0409653	8.1	63
tt0409793	5.1	985
tt0410201	8.3	6
tt0410329	8.8	5
tt0410924	5.5	21
tt0411019	3.8	6
tt0411470	5.6	16
tt0411927	4.3	7
tt0412723	6.8	5
tt0413119	6.9	7
tt0413122	5.0	6
tt0413163	8.2	12
tt0413565	8.3	17
tt0413669	3.8	115
tt0413688	6.8	6
tt0413858	6.6	8
tt0414430	6.6	8
tt0414717	5.0	5
tt0414762	6.5	1999
tt0414920	4.0	19
tt0415682	7.2	17
tt0415773	5.2	14
tt0415953	3.4	83
tt0416043	7.9	674
tt0416474	5.1	8
tt0416688	5.5	336
tt0416861	5.2	19
tt0416985	8.7	47
tt0417079	7.0	48
tt0418924	7.0	26
tt0419731	8.0	6
tt0419886	7.6	35
tt0420133	5.0	406
tt0420341	4.9	49
tt0420483	2.6	59
tt0420566	8.1	50
tt0421074	7.3	9
tt0421119	6.7	67
tt0421206	6.9	37777
tt0421293	7.3	7
tt0421308	6.1	8
tt0421351	7.9	14
tt0421659	3.7	10
tt0421696	7.9	283
tt0421715	7.8	519178
tt0422441	6.5	8
tt0422634	6.4	308
tt0422856	5.9	19
tt0423179	7.7	27
tt0424444	7.7	89
tt0424484	6.3	43
tt0424536	6.3	172
tt0424583	6.9	13
tt0424638	7.4	51
tt0425780	7.9	7
tt0426027	5.9	10
tt0426154	6.0	209
tt0426540	8.4	25
tt0426676	8.0	12
tt0426701	5.6	234
tt0426711	8.4	898
tt0426750	7.7	20
tt0427229	5.6	64757
tt0427337	7.8	9
tt0427350	8.8	12
tt0427363	6.6	35
tt0427509	3.1	27
tt0427648	5.1	15
tt0428080	5.5	49
tt0428849	6.7	9
tt0428923	6.6	10
tt0429903	4.8	6
tt0430031	5.0	150
tt0430382	8.9	7
tt0430656	7.6	54
tt0431393	6.2	20
tt0431623	4.5	69
tt0431678	5.8	25
tt0432082	7.7	9
tt0432201	8.6	5
tt0432384	6.2	5
tt0432738	6.6	39
tt0433345	7.6	33
tt0433486	6.6	14
tt0433559	6.3	7
tt0433576	7.5	885
tt0433606	6.3	9
tt0433725	8.1	33
tt0434085	6.0	25
tt0434546	8.0	36
tt0434968	7.6	108
tt0435042	8.0	21
tt0435341	7.7	43
tt0435776	7.5	3949
tt0436305	5.7	21
tt0436609	8.1	17
tt0436639	6.3	884
tt0436709	5.2	20
tt0436851	6.2	5
tt0437874	6.4	13
tt0437942	5.7	56
tt0437994	7.6	24
tt0438017	6.0	30
tt0438064	6.7	1027
tt0438324	7.0	7
tt0439073	7.1	56
tt0439363	8.0	24
tt0439606	6.1	81
tt0439681	7.4	5
tt0439782	5.8	15
tt0439917	3.7	41
tt0439922	9.2	5
tt0440665	4.0	8
tt0441069	4.3	36
tt0441255	6.1	95
tt0441267	4.2	13
tt0441413	4.9	17
tt0441473	7.5	10
tt0441527	8.4	17
tt0441737	5.5	244
tt0441856	9.0	25
tt0442133	3.8	5
tt0442503	7.1	9
tt0442630	4.9	91
tt0442637	6.5	22
tt0442791	8.4	7
tt0442818	3.2	107
tt0442961	4.8	5
tt0443159	4.3	432
tt0443167	5.8	17
tt0443205	6.5	1059
tt0443301	8.5	140
tt0443669	8.2	24
tt0444129	6.9	32
tt0444584	7.0	21
tt0445913	6.3	89
tt0445918	8.2	61
tt0446438	7.2	11
tt0446461	4.1	18
tt0446478	8.2	5
tt0446489	8.9	11
tt0446560	8.8	9
tt0448329	5.3	12
tt0448345	8.1	9
tt0448408	6.2	368
tt0448552	2.6	88
tt0448738	6.0	7
tt0449056	7.9	23
tt0449472	7.1	391
tt0449982	7.0	88
tt0450115	8.0	8
tt0450450	7.6	2925
tt0450920	8.0	2165
tt0450939	5.2	5
tt0451020	8.8	5
tt0451062	6.7	27
tt0451262	2.9	1523
tt0451272	6.9	46
tt0451904	8.0	122
tt0452345	6.7	545
tt0452360	6.1	11
tt0452581	4.5	262
tt0452864	4.9	12
tt0453118	5.4	175
tt0453360	3.7	16
tt0453469	6.9	53
tt0453493	8.2	20
tt0453651	7.5	20
tt0454228	6.0	5
tt0454250	6.2	346
tt0454402	4.6	175
tt0454433	4.9	44
tt0454512	6.6	135
tt0454579	8.8	21
tt0454613	6.9	92
tt0454728	4.8	173
tt0454763	7.9	618
tt0454876	7.9	510637
