tconst	ordering	nconst	category	job	characters
tt0024020	2	nm0645039	actor	\N	"[""Erik Lindström""]"
tt0024020	6	nm0526590	director	\N	\N
tt0024032	3	nm0094054	actor	\N	"[""Tommy""]"
tt0024041	6	nm0371907	writer	play	\N
tt0024041	7	nm0372698	writer	adaptation and screenplay	\N
tt0024061	1	nm1808005	actor	\N	"[""Franzl Schmid""]"
tt0024061	2	nm2273428	actor	\N	"[""Bertl""]"
tt0024061	3	nm2282717	actress	\N	"[""Mizzl""]"
tt0024061	4	nm1364689	actress	\N	"[""Die Zimmervermieterin""]"
tt0024061	5	nm0921195	director	\N	\N
tt0024061	8	nm0773309	writer	idea	\N
tt0024061	9	nm2353179	producer	producer	\N
tt0024076	1	nm0260567	director	\N	\N
tt0024196	3	nm0865650	actress	\N	"[""Barbe""]"
tt0024224	10	nm2498378	actor	\N	"[""Dance Specialty""]"
tt0024224	1	nm0296315	actress	\N	"[""Miss Sullivan""]"
tt0024224	8	nm0005692	cinematographer	\N	\N
tt0024224	9	nm0637072	actress	\N	"[""Pepita""]"
tt0024248	4	nm0311531	actor	\N	"[""Coots""]"
tt0024295	2	nm0877325	actor	\N	"[""Inspector Jukes""]"
tt0024295	4	nm0371775	actor	\N	"[""Frank Elford""]"
tt0024295	6	nm0894541	writer	by	\N
tt0024351	1	nm0369684	actor	\N	"[""Robert""]"
tt0024351	4	nm0902616	actor	\N	"[""Sänger""]"
tt0024351	6	nm0066980	writer	writer	\N
tt0024351	7	nm1743619	producer	producer	\N
tt0024874	9	nm0954312	producer	producer	\N
tt0024938	1	nm0086830	actress	\N	\N
tt0025170	6	nm0416861	writer	screenplay	\N
tt0025170	8	nm0258525	writer	story	\N
tt0025201	10	nm0185055	cinematographer	\N	\N
tt0025201	1	nm0485851	actor	\N	"[""Sir Douglas Rolls""]"
tt0025201	9	nm0616601	producer	producer	\N
tt0025207	5	nm0678203	director	\N	\N
tt0025207	7	nm0790195	composer	\N	\N
tt0025207	8	nm0329867	cinematographer	\N	\N
tt0025214	8	nm0033163	writer	screenplay collaboration	\N
tt0025214	9	nm0031813	cinematographer	\N	\N
tt0025399	8	nm4800559	writer	contributor to treatment	\N
tt0025490	3	nm0754726	actor	\N	"[""Packey Davis""]"
tt0025710	3	nm0448133	actress	\N	"[""Irma Peterson""]"
tt0025710	7	nm0616601	producer	producer	\N
tt0025764	2	nm0508204	actor	\N	\N
tt0025764	3	nm0515672	actress	\N	\N
tt0025764	7	nm0655241	actor	\N	\N
tt0025764	8	nm0655302	actor	\N	\N
tt0025764	9	nm0814976	actress	\N	\N
tt0025894	1	nm0908651	actor	\N	"[""George""]"
tt0025894	5	nm0861929	director	\N	\N
tt0025894	6	nm0572821	writer	\N	\N
tt0025894	8	nm9032323	editor	\N	\N
tt0026105	8	nm7957635	writer	\N	\N
tt0026383	3	nm0336224	actress	\N	"[""Kamisha, the Gypsy""]"
tt0026383	5	nm0005692	cinematographer	\N	\N
tt0026530	10	nm1632039	actor	\N	\N
tt0026530	3	nm0595891	actor	\N	"[""Sardar""]"
tt0026530	5	nm0097867	director	\N	\N
tt0026530	7	nm0329705	cinematographer	\N	\N
tt0026530	9	nm0796509	actor	\N	\N
tt0027195	4	nm2039777	actor	\N	"[""Franz Boehm""]"
tt0027195	6	nm0902854	writer	"novel ""Die Werft zum grauen Hecht"""	\N
tt0027195	7	nm0751788	composer	\N	\N
tt0027195	8	nm0005925	cinematographer	\N	\N
tt0027359	3	nm0515916	actress	\N	"[""Betty Trent""]"
tt0027359	9	nm0640116	cinematographer	\N	\N
tt0027583	1	nm0319857	actress	\N	\N
tt0027583	2	nm0345997	director	\N	\N
tt0027583	3	nm0334612	writer	commentary	\N
tt0027583	5	nm0305766	cinematographer	\N	\N
tt0027679	7	nm0142629	writer	from the play by	\N
tt0027746	8	nm0041708	writer	from the original story by	\N
tt0027749	2	nm0526720	actor	\N	"[""Bill Howard""]"
tt0027749	3	nm0712970	actress	\N	"[""Vera""]"
tt0027749	5	nm0556737	director	\N	\N
tt0027749	6	nm0335582	writer	"play ""The Nelson Touch"""	\N
tt0027749	7	nm0339326	writer	screenplay	\N
tt0027749	8	nm0398021	writer	adaptation	\N
tt0027749	9	nm0668729	writer	screenplay	\N
tt0028071	7	nm0832681	writer	"play ""The Trouble"""	\N
tt0028071	8	nm0779631	writer	"play ""The Trouble"""	\N
tt0028111	1	nm0322299	actor	\N	"[""Oscar Piper""]"
tt0028111	3	nm0204113	actor	\N	"[""Robert Wilkins""]"
tt0028170	3	nm0055998	actor	\N	"[""Spike Conover""]"
tt0028170	5	nm0928108	director	\N	\N
tt0028170	6	nm0628393	writer	"story ""The Rest Cure"""	\N
tt0028170	7	nm0923611	writer	screenplay	\N
tt0028301	10	nm0750340	production_designer	\N	\N
tt0028301	4	nm0261582	actress	\N	"[""Young Agate Brage""]"
tt0028527	2	nm0182537	actress	\N	"[""Lucille Sutton""]"
tt0028527	9	nm0912111	writer	\N	\N
tt0028550	2	nm0582211	actress	\N	"[""Martha Worth""]"
tt0028550	9	nm0607108	actor	\N	"[""Hank - Henchman""]"
tt0028766	10	nm0280971	composer	\N	\N
tt0028766	1	nm0466867	actress	\N	"[""Tania Golgorine""]"
tt0028766	3	nm0685781	actress	\N	"[""Soeur Gabrielle""]"
tt0028766	7	nm0386452	writer	"novel ""La Chèvre aux pieds d'or"""	\N
tt0029041	3	nm0738039	director	\N	\N
tt0029464	2	nm0829362	actress	\N	"[""Terry Warren""]"
tt0029721	10	nm5223578	composer	\N	\N
tt0029970	3	nm0020980	director	\N	\N
tt0030185	10	nm0493815	producer	producer	\N
tt0030185	1	nm0713106	actress	\N	"[""Letty Larkin""]"
tt0030185	4	nm0926004	actor	\N	"[""Walter Brewster""]"
tt0030185	6	nm0629532	writer	play	\N
tt0030185	7	nm0026639	writer	screenplay	\N
tt0030823	2	nm0437364	actress	\N	"[""Joan Mason""]"
tt0030823	5	nm0928108	director	\N	\N
tt0030825	1	nm0954535	actress	\N	"[""Marta Wronska""]"
tt0030825	6	nm1227068	writer	screenplay	\N
tt0030825	7	nm0437865	writer	"play ""Czlowiek za burta"""	\N
tt0030974	4	nm0128738	actress	\N	"[""Ann Bishop""]"
tt0030974	5	nm0058270	director	\N	\N
tt0030974	8	nm1252788	writer	"story ""Murder in Swingtime"""	\N
tt0031030	10	nm0616601	producer	producer	\N
tt0031202	4	nm0597520	writer	story	\N
tt0031269	9	nm0358375	editor	\N	\N
tt0031644	10	nm0616601	producer	producer	\N
tt0031644	8	nm0455398	writer	play	\N
tt0031867	1	nm0000010	actor	\N	"[""Eddie Bartlett""]"
tt0031867	3	nm0485509	actress	\N	"[""Jean Sherman""]"
tt0031867	4	nm0313438	actress	\N	"[""Panama Smith""]"
tt0031867	7	nm0531335	writer	screen play	\N
tt0031867	9	nm0375446	writer	from an original story by	\N
tt0031980	7	nm0216827	writer	"play ""The Family Upstairs"""	\N
tt0032076	10	nm0226922	editor	\N	\N
tt0032289	6	nm0607561	writer	screen play	\N
tt0032289	8	nm0616893	writer	based on an adaptation by	\N
tt0032455	10	nm0359610	director	\N	\N
tt0032455	1	nm0831439	self	\N	"[""Himself - Conductor of The Philadelphia Orchestra""]"
tt0032455	2	nm0852252	self	\N	"[""Himself - Narrative Introductions""]"
tt0032455	7	nm1968474	director	\N	\N
tt0032528	6	nm0831913	writer	story	\N
tt0032721	6	nm0730719	writer	scenario	\N
tt0032766	6	nm0028682	writer	\N	\N
tt0033185	2	nm0883922	actress	\N	"[""Lorna Payson""]"
tt0033185	9	nm0731187	writer	story	\N
tt0033343	3	nm0497847	actress	\N	"[""Mary Wilson""]"
tt0033343	6	nm0113624	writer	story and screenplay	\N
tt0033343	9	nm0542737	editor	\N	\N
tt0033487	1	nm0011933	actress	\N	\N
tt0033487	5	nm0699784	director	\N	\N
tt0033487	6	nm0529816	writer	play	\N
tt0033540	10	nm0824246	composer	\N	\N
tt0033540	5	nm0345373	director	\N	\N
tt0033540	6	nm0208350	writer	screenplay	\N
tt0033540	8	nm0812158	writer	story	\N
tt0033570	10	nm0845602	production_designer	\N	\N
tt0033570	1	nm0440358	actress	\N	"[""Horváth Margit""]"
tt0033570	5	nm0267603	director	\N	\N
tt0033570	6	nm0619489	writer	\N	\N
tt0033570	7	nm0856126	writer	\N	\N
tt0033570	8	nm0006232	composer	\N	\N
tt0033769	1	nm0611984	actress	\N	"[""Jeannie McLean""]"
tt0033769	3	nm0573790	actor	\N	"[""Angus Whitelaw""]"
tt0033769	4	nm0822574	actress	\N	"[""Mrs. Whitelaw""]"
tt0033769	7	nm0835632	writer	additional dialogue	\N
tt0033875	8	nm0288849	producer	producer	\N
tt0033884	6	nm0267022	writer	"story ""The Boy, The Girl, and The Dog"""	\N
tt0033884	7	nm0447747	writer	"story ""The Boy, The Girl, and The Dog"""	\N
tt0033884	8	nm0028682	writer	screenplay	\N
tt0033884	9	nm0652548	producer	producer	\N
tt0033903	6	nm0418972	writer	story	\N
tt0033903	8	nm0419591	writer	screenplay	\N
tt0034073	10	nm0542737	editor	\N	\N
tt0034073	2	nm0856062	actor	\N	"[""Bill Raymond""]"
tt0034073	6	nm0121798	writer	story	\N
tt0034235	2	nm0675127	actress	\N	"[""Alice Devlin""]"
tt0034235	4	nm0725891	actor	\N	"[""Tex""]"
tt0034316	1	nm0723242	actor	\N	"[""Il marchese Ippolito""]"
tt0034330	1	nm0090949	actor	\N	"[""Taxi Driver""]"
tt0034330	4	nm0258208	actress	\N	"[""Miss Olsson""]"
tt0034330	8	nm0748828	cinematographer	\N	\N
tt0034330	9	nm0259284	actor	\N	"[""First Gentleman""]"
tt0034387	1	nm2491122	actress	\N	"[""The Girl""]"
tt0034387	2	nm2491105	actress	\N	"[""The Mother""]"
tt0034387	4	nm0419817	cinematographer	\N	\N
tt0034551	3	nm0941019	actress	\N	"[""Lucy 'The Brooklyn Orchid' Gibbs""]"
tt0034704	2	nm0778159	actress	\N	"[""Fürstin Johanna Bismarck""]"
tt0034704	3	nm0443520	actor	\N	"[""Graf Herbert Bismarck""]"
tt0034704	6	nm0503658	writer	story	\N
tt0034936	6	nm0943782	writer	novel	\N
tt0035046	10	nm1551767	composer	\N	\N
tt0035079	10	nm0659427	actor	\N	"[""Fairchild""]"
tt0035079	5	nm0041678	director	\N	\N
tt0035079	8	nm0542737	editor	\N	\N
tt0035156	1	nm0499151	actor	\N	"[""Lampluche""]"
tt0035309	4	nm0602955	actress	\N	"[""Albert 'Al' Van Maaster""]"
tt0035372	1	nm0725122	actor	\N	"[""Alan Armstrong"",""Spy Smasher"",""Jack Armstrong""]"
tt0035463	10	nm0542737	editor	\N	\N
tt0035463	6	nm0206010	writer	screenplay	\N
tt0035463	7	nm0399849	writer	original story	\N
tt0035463	8	nm0242094	writer	original story	\N
tt0035608	10	nm0080135	writer	additional dialogue	\N
tt0035608	2	nm0557339	actor	\N	"[""Capt. Steve Jarvis""]"
tt0035608	3	nm0002118	actor	\N	"[""Boats O'Hara""]"
tt0035608	6	nm0005738	director	\N	\N
tt0035608	8	nm0493251	writer	screenplay	\N
tt0035608	9	nm0319626	writer	story	\N
tt0035710	8	nm0924913	writer	original story	\N
tt0035849	2	nm0525451	writer	screenplay	\N
tt0036308	2	nm0130930	writer	screenplay	\N
tt0036401	1	nm0840453	actress	\N	"[""Pipsa Suominen""]"
tt0036401	3	nm0367248	actor	\N	"[""Erkki Teirala""]"
tt0036401	4	nm0882479	actress	\N	"[""Kaija Maaheimo""]"
tt0036462	7	nm0877126	writer	play	\N
tt0036613	10	nm0005835	cinematographer	director of photography	\N
tt0036613	1	nm0000026	actor	\N	"[""Mortimer Brewster""]"
tt0036613	2	nm0485509	actress	\N	"[""Elaine Harper""]"
tt0036613	3	nm0557339	actor	\N	"[""Jonathan Brewster""]"
tt0036613	4	nm0007217	actor	\N	"[""O'Hara""]"
tt0036613	6	nm0258493	writer	screen play	\N
tt0036613	7	nm0258525	writer	screen play	\N
tt0036613	8	nm0450279	writer	play	\N
tt0036613	9	nm0000070	composer	\N	\N
tt0036698	1	nm0477517	actor	\N	"[""Kay Kyser""]"
tt0036764	1	nm0842593	director	\N	\N
tt0036764	2	nm0799766	writer	story	\N
tt0036764	3	nm0453010	composer	\N	\N
tt0036880	5	nm0002545	director	\N	\N
tt0036880	6	nm0299797	writer	"book ""The Triumph Over Pain"""	\N
tt0036891	1	nm0102787	actor	\N	"[""Woodrow Truesmith""]"
tt0036891	2	nm0707048	actress	\N	"[""Libby""]"
tt0036891	3	nm0906940	actor	\N	"[""Mayor Everett J. Noble""]"
tt0036891	5	nm0002545	director	\N	\N
tt0036891	9	nm0659427	actor	\N	"[""Reception Committee Chairman""]"
tt0037020	1	nm0023472	actor	\N	"[""Narrator""]"
tt0037264	3	nm0811897	director	\N	\N
tt0037264	5	nm0694814	editor	\N	\N
tt0037418	3	nm0365122	self	\N	"[""Herself - Crestmaker""]"
tt0037656	4	nm0262661	actress	\N	"[""Reporter Toni Ames""]"
tt0037766	4	nm0548076	actor	\N	"[""Beto""]"
tt0038218	8	nm0535024	composer	\N	\N
tt0038218	9	nm0825368	composer	\N	\N
tt0038463	1	nm0274572	actor	\N	\N
tt0038463	2	nm0488654	actor	\N	\N
tt0038463	3	nm0878229	actor	\N	\N
tt0038463	5	nm0489385	writer	screenplay	\N
tt0038473	2	nm0017771	actor	\N	"[""Miguel Iturbe""]"
tt0038677	2	nm0105558	actor	\N	"[""Stig""]"
tt0038677	4	nm0199349	actress	\N	"[""Margit Alm""]"
tt0038677	5	nm0284282	director	\N	\N
tt0038733	3	nm0178509	actor	\N	"[""Bob Trubshaw""]"
tt0038733	5	nm0003836	director	\N	\N
tt0038733	6	nm0696247	director	\N	\N
tt0038733	7	nm0336434	composer	\N	\N
tt0038733	9	nm0590160	editor	\N	\N
tt0038844	1	nm0281980	actor	\N	"[""Cyril Clarke""]"
tt0038844	2	nm0039973	actress	\N	"[""Betty Clarke""]"
tt0038844	5	nm0410408	director	\N	\N
tt0038844	6	nm0189875	writer	original story	\N
tt0038844	7	nm0516992	writer	screenplay	\N
tt0038844	8	nm0573530	writer	screenplay	\N
tt0038844	9	nm0672587	writer	additional dialogue	\N
tt0038990	10	nm0156134	producer	producer	\N
tt0038990	1	nm0001443	actress	\N	"[""Jenny Hager""]"
tt0038990	3	nm0371775	actor	\N	"[""Ephraim Poster""]"
tt0038990	7	nm0575022	writer	screenplay	\N
tt0038990	8	nm0930082	writer	"novel ""The Strange Woman"""	\N
tt0039148	1	nm0548072	actress	\N	"[""Vera""]"
tt0039148	3	nm0815516	actress	\N	"[""Mary""]"
tt0039148	5	nm0690041	director	\N	\N
tt0039150	10	nm0030385	editor	\N	\N
tt0039180	3	nm0262661	actress	\N	"[""Lee Madison""]"
tt0039233	10	nm0053260	writer	\N	\N
tt0039233	1	nm0320221	actress	\N	"[""Daniela 'Lili Marlene'""]"
tt0039233	5	nm0211459	director	\N	\N
tt0039233	7	nm0718853	writer	story	\N
tt0039233	8	nm0959617	writer	\N	\N
tt0039233	9	nm0000774	writer	\N	\N
tt0039275	4	nm0261565	actor	\N	"[""Prudencio""]"
tt0039275	8	nm0140234	producer	producer	\N
tt0039308	2	nm0163816	actor	\N	"[""Barry Burnette""]"
tt0039308	6	nm0826554	writer	screenplay	\N
tt0039308	8	nm0869371	writer	novel	\N
tt0039644	1	nm0010492	actor	\N	"[""Jamal""]"
tt0039644	2	nm0115325	actress	\N	"[""Miriam""]"
tt0039644	3	nm0169620	actor	\N	"[""Maccabee""]"
tt0039644	4	nm0169730	actor	\N	"[""David""]"
tt0039644	7	nm0654663	director	\N	\N
tt0039644	8	nm0505670	writer	\N	\N
tt0039815	1	nm0856062	actor	\N	"[""Kenneth Magee""]"
tt0039815	2	nm0924916	actress	\N	"[""Mary Jordan""]"
tt0039815	5	nm0484645	director	\N	\N
tt0040095	2	nm0707843	actress	\N	"[""Christine Ridgeway""]"
tt0040095	5	nm0041678	director	\N	\N
tt0040166	1	nm0371775	actor	\N	"[""Sir Richard Shelton""]"
tt0040166	2	nm0086268	actress	\N	"[""Joanna Sedley""]"
tt0040166	4	nm0118000	actor	\N	"[""Lawless""]"
tt0040166	7	nm0791932	writer	screen play	\N
tt0040166	8	nm0783328	writer	screen play	\N
tt0041111	6	nm0216684	writer	by	\N
tt0041111	7	nm0330458	writer	screen play	\N
tt0041111	8	nm7682324	writer	additional dialogue	\N
tt0041111	9	nm0007637	composer	\N	\N
tt0041478	1	nm0548072	actress	\N	"[""Julia""]"
tt0041478	3	nm0209500	actress	\N	"[""Blanca""]"
tt0041478	5	nm0613377	director	\N	\N
tt0041478	7	nm0005652	cinematographer	\N	\N
tt0041510	3	nm8127677	cinematographer	\N	\N
tt0041611	1	nm0100568	director	\N	\N
tt0041829	5	nm0902082	director	\N	\N
tt0041829	6	nm0477911	producer	producer	\N
tt0042036	1	nm0618995	actress	\N	"[""Beatrix""]"
tt0042036	4	nm0264859	actress	\N	"[""Livia""]"
tt0042036	7	nm0065826	writer	screenplay	\N
tt0042036	9	nm0818275	producer	producer	\N
tt0042211	4	nm0094054	actor	\N	"[""Jimmy Olsen""]"
tt0042211	8	nm0558627	writer	screenplay by	\N
tt0042271	1	nm0177622	actor	\N	"[""Spade Cooley""]"
tt0042271	2	nm0366428	actress	\N	"[""Jill Kimball""]"
tt0042271	3	nm0249823	actor	\N	"[""Mike Hoskins""]"
tt0042271	7	nm0780601	producer	producer	\N
tt0042386	10	nm0194583	editor	\N	\N
tt0042386	1	nm0725640	actress	\N	"[""Carmelilla""]"
tt0042386	4	nm0708691	actress	\N	"[""Reyes""]"
tt0042386	5	nm0868315	director	\N	\N
tt0042386	6	nm0621217	writer	story	\N
tt0042386	7	nm0401128	producer	producer	\N
tt0042386	9	nm0005652	cinematographer	\N	\N
tt0042526	7	nm0555674	writer	story	\N
tt0043103	10	nm2203801	editor	\N	\N
tt0043103	1	nm0314308	actress	\N	"[""Constanze Harrer""]"
tt0043103	4	nm0367053	actress	\N	"[""Frau Heimann""]"
tt0043122	2	nm0357444	actress	\N	"[""Renate Münster""]"
tt0043122	3	nm0774677	actor	\N	"[""Peteer 'Penny'""]"
tt0043122	6	nm0679436	producer	producer	\N
tt0043122	7	nm0275163	composer	\N	\N
tt0043196	1	nm6024160	actress	\N	"[""Mary Olcott (1952)""]"
tt0043196	6	nm0835074	actress	\N	"[""Evie Olcott (1951-1952)""]"
tt0043196	8	nm0896041	actor	\N	"[""Minister (1952)""]"
tt0043395	1	nm0545935	actor	\N	"[""Obispo Anselmo Polanco""]"
tt0043395	5	nm0690041	director	\N	\N
tt0043395	8	nm0890315	writer	story	\N
tt0043395	9	nm0394771	producer	producer	\N
tt0043902	5	nm0256488	director	\N	\N
tt0043959	1	nm0000061	actor	\N	"[""Tom Owens""]"
tt0043959	7	nm0257143	producer	producer	\N
tt0044224	6	nm1105335	writer	magazine article	\N
tt0044232	1	nm0223206	actor	\N	"[""Host""]"
tt0044247	4	nm0239310	actor	\N	"[""Artie""]"
tt0044638	1	nm0003813	actress	\N	"[""Friederike""]"
tt0044638	7	nm0646406	composer	\N	\N
tt0044689	3	nm0086478	actor	\N	"[""Abdul Nassib""]"
tt0044940	5	nm0293707	director	\N	\N
tt0044940	7	nm0933325	writer	"novel ""My Six Convicts"""	\N
tt0045256	6	nm0894541	writer	screenplay	\N
tt0045256	7	nm0320096	writer	additional dialogue	\N
tt0045256	8	nm0185280	writer	additional dialogue	\N
tt0045316	10	nm0295935	editor	\N	\N
tt0045316	6	nm0157565	writer	novel	\N
tt0045372	1	nm8586165	self	\N	"[""Himself"",""Himself - Host""]"
tt0045372	3	nm0607558	self	\N	"[""Himself""]"
tt0045372	6	nm6503094	self	\N	"[""Himself""]"
tt0045372	7	nm6503093	self	\N	"[""Himself""]"
tt0045372	8	nm1600218	self	\N	"[""Himself""]"
tt0045529	10	nm0154648	editor	\N	\N
tt0045529	1	nm0244870	actor	\N	"[""Raj Kumar Ravi""]"
tt0045529	2	nm0050188	actress	\N	"[""Nisha""]"
tt0045529	5	nm0084259	writer	dialogue	\N
tt0045529	6	nm1524886	writer	dialogue	\N
tt0045529	7	nm6334631	producer	producer	\N
tt0045529	9	nm0615444	cinematographer	\N	\N
tt0045680	4	nm0557339	actor	\N	"[""Sheik Yousseff""]"
tt0045775	10	nm0726153	actor	\N	"[""Gerhard Altdorfer, Postbote""]"
tt0045775	1	nm0023028	actor	\N	"[""Imre Karoly, Revierjäger""]"
tt0045775	5	nm0826237	director	\N	\N
tt0045775	6	nm0726274	writer	writer	\N
tt0045775	7	nm0465399	composer	\N	\N
tt0045775	9	nm0688695	actress	\N	"[""Gansl-Anna""]"
tt0045920	1	nm0137999	actor	\N	"[""John Putnam""]"
tt0045920	2	nm0750640	actress	\N	"[""Ellen Fields""]"
tt0045920	5	nm0000791	director	\N	\N
tt0045920	6	nm0261400	writer	screenplay	\N
tt0045951	6	nm0466437	writer	play	\N
tt0045951	7	nm0841234	composer	\N	\N
tt0045951	9	nm0277143	cinematographer	\N	\N
tt0046061	6	nm0119038	writer	\N	\N
tt0046061	7	nm0479265	writer	novel	\N
tt0046061	8	nm2290567	producer	producer	\N
tt0046502	5	nm0894204	director	\N	\N
tt0046502	6	nm0443094	writer	writer	\N
tt0046502	9	nm0005925	cinematographer	\N	\N
tt0046565	10	nm0473668	actor	\N	"[""Selikh-Agah""]"
tt0046565	1	nm0665746	actor	\N	"[""Karas""]"
tt0046565	2	nm0514838	actress	\N	"[""Odarka""]"
tt0046565	3	nm0154474	actress	\N	"[""Oksana""]"
tt0046565	4	nm0791123	actor	\N	"[""Andrei""]"
tt0046565	5	nm0487702	director	\N	\N
tt0046565	6	nm1856841	writer	operetta Zaporozhets za Dunayem	\N
tt0046565	7	nm1666509	producer	producer	\N
tt0046565	8	nm0592807	cinematographer	\N	\N
tt0046565	9	nm0342591	actor	\N	"[""Sultan""]"
tt0046675	1	nm0226773	actress	\N	"[""Catalina""]"
tt0046675	6	nm0111577	writer	"novel ""Wuthering Heights"""	\N
tt0046795	1	nm0558751	actor	\N	"[""Bob Mathias""]"
tt0046795	3	nm0558768	actress	\N	"[""Melba Mathias""]"
tt0046795	7	nm0783644	producer	producer	\N
tt0046796	3	nm0593944	director	\N	\N
tt0046874	1	nm0001078	actor	\N	"[""Frank Elgin""]"
tt0046874	4	nm0743218	actor	\N	"[""Philip Cook""]"
tt0046874	5	nm0780833	director	\N	\N
tt0046874	7	nm0674169	producer	producer	\N
tt0046874	9	nm0912860	cinematographer	director of photography	\N
tt0047090	1	nm0024793	actor	\N	\N
tt0047090	5	nm0520673	director	\N	\N
tt0047090	6	nm0582540	writer	play	\N
tt0047090	7	nm0736675	composer	\N	\N
tt0047200	6	nm0928108	writer	story	\N
tt0047390	4	nm0249490	actor	\N	"[""Georgie Crain""]"
tt0047400	1	nm0167041	actress	\N	"[""Calaveras Kate""]"
tt0047400	2	nm0007217	actor	\N	"[""Jason Carberry""]"
tt0047402	1	nm0603880	actress	\N	"[""Coral""]"
tt0047402	2	nm0545483	actor	\N	"[""Esteban""]"
tt0047402	5	nm0019187	director	\N	\N
tt0047402	8	nm0621217	writer	adaptation	\N
tt0047592	10	nm1012030	writer	\N	\N
tt0047592	1	nm0166801	actor	\N	\N
tt0047592	2	nm1139449	actress	\N	\N
tt0047592	8	nm0231559	writer	\N	\N
tt0047770	1	nm0017376	actor	\N	"[""Maj. William Morgan"",""Major William Morgan""]"
tt0047770	2	nm0378106	actress	\N	"[""Colonel Custer"",""Rambova""]"
tt0047770	5	nm0648992	actress	\N	"[""Blonde Yvonne""]"
tt0047770	8	nm6138697	actor	\N	"[""Piet - the Electrician""]"
tt0047782	10	nm0054383	self	\N	"[""Herself""]"
tt0047782	1	nm0658148	self	\N	"[""Himself"",""Himself - Singer""]"
tt0047782	3	nm0248712	self	\N	"[""Herself - Dancer"",""Singer""]"
tt0047782	4	nm0909836	self	\N	"[""Herself""]"
tt0047782	5	nm0725765	self	\N	"[""Himself - Orchestra Conductor""]"
tt0047782	7	nm0496071	self	\N	"[""Himself - Choreographer""]"
tt0047782	9	nm4254837	actress	\N	"[""Dancer""]"
tt0047831	5	nm0031196	director	\N	\N
tt0047831	6	nm0141111	writer	novel	\N
tt0047831	7	nm0266904	producer	producer	\N
tt0048153	1	nm0414965	actress	\N	"[""Lena Larsen""]"
tt0048154	6	nm0902211	writer	"novelette ""Kambambuli"""	\N
tt0048154	9	nm0674111	writer	\N	\N
tt0048328	4	nm0658148	actor	\N	"[""Bob Baxter""]"
tt0048328	6	nm0071683	writer	story	\N
tt0048513	4	nm0397024	actor	\N	"[""Cadet Thomas 'Tiger' Flaherty""]"
tt0048513	5	nm0394409	director	\N	\N
tt0048513	6	nm0175080	writer	story	\N
tt0048513	7	nm0608658	writer	story	\N
tt0048563	10	nm0002146	cinematographer	director of photography	\N
tt0048563	1	nm0536167	actress	\N	"[""Serafina Delle Rose""]"
tt0048563	3	nm0667542	actress	\N	"[""Rosa Delle Rose""]"
tt0048563	5	nm0542702	director	\N	\N
tt0048818	10	nm2784314	actor	\N	"[""Seminole Indian""]"
tt0048818	4	nm0330241	actor	\N	"[""Cockney""]"
tt0048818	5	nm0400415	director	\N	\N
tt0048818	6	nm1255716	writer	screenplay	\N
tt0048818	8	nm0642519	cinematographer	\N	\N
tt0048818	9	nm0556604	actor	\N	"[""The Kid""]"
tt0049333	6	nm0262859	writer	story	\N
tt0049394	8	nm0389171	producer	producer	\N
tt0049461	6	nm0362274	writer	screenplay	\N
tt0049522	2	nm0617552	actress	\N	"[""Anh""]"
tt0049522	5	nm0133424	director	\N	\N
tt0049522	7	nm0396482	writer	novel	\N
tt0049522	8	nm0346659	producer	producer	\N
tt0049574	1	nm0464960	actor	\N	"[""V. I. Lenin""]"
tt0049574	3	nm0018109	actress	\N	"[""Glasha""]"
tt0049574	5	nm0947272	director	\N	\N
tt0050111	6	nm0114830	editor	\N	\N
tt0050137	5	nm0849474	director	\N	\N
tt0050137	9	nm0913889	composer	\N	\N
tt0050141	10	nm0544955	composer	\N	\N
tt0050141	2	nm0896540	actress	\N	"[""Giulia""]"
tt0050141	6	nm0334684	writer	story	\N
tt0050141	8	nm0879676	writer	\N	\N
tt0050408	6	nm0407111	writer	screenplay	\N
tt0050419	10	nm0281866	actor	\N	"[""Paul Duval""]"
tt0050419	2	nm0000001	actor	\N	"[""Dick Avery""]"
tt0050419	3	nm0860373	actress	\N	"[""Maggie Prescott""]"
tt0050419	4	nm0041509	actor	\N	"[""Prof. Emile Flostre""]"
tt0050419	6	nm0314826	writer	written by	\N
tt0050419	8	nm0432482	cinematographer	director of photography	\N
tt0050780	4	nm0761307	editor	\N	\N
tt0050990	7	nm0116133	cinematographer	\N	\N
tt0050990	8	nm0078197	editor	\N	\N
tt0051369	10	nm0650688	producer	producer	\N
tt0051369	9	nm0478263	writer	from a novel by	\N
tt0051401	5	nm0869645	director	\N	\N
tt0051401	7	nm0826554	writer	writer	\N
tt0051401	8	nm0321757	composer	\N	\N
tt0051455	6	nm0202277	writer	writer	\N
tt0051565	6	nm0355261	writer	"novel ""The Big Pickup"""	\N
