tconst	averageRating	numVotes
tt0187095	5.2	17
tt0187211	5.8	39
tt0187268	6.9	7
tt0187476	5.1	7
tt0187526	7.2	25
tt0187669	7.9	38
tt0187761	5.8	66
tt0187783	7.0	33
tt0188073	5.5	187
tt0188082	6.0	151
tt0188365	6.4	74
tt0188755	5.0	58
tt0188829	6.7	22
tt0189160	8.3	2201
tt0189275	7.0	20
tt0189277	8.3	15
tt0189779	5.6	16
tt0189897	6.8	21
tt0189924	3.5	8
tt0190075	7.5	38
tt0190263	6.1	12
tt0190525	5.7	7
tt0190604	6.6	77
tt0190778	6.5	6
tt0190891	5.2	5
tt0190952	4.7	6
tt0191007	7.7	7
tt0191160	6.9	56
tt0191227	7.1	103
tt0191728	6.7	6
tt0192219	6.1	14
tt0192234	4.2	54
tt0192431	6.6	152
tt0192555	6.6	7
tt0193166	7.1	246
tt0194125	6.2	34
tt0194425	7.0	89
tt0194526	7.7	7
tt0194572	8.7	102
tt0194780	7.2	8
tt0195040	7.1	49
tt0195122	6.1	14
tt0196057	5.9	32
tt0196091	5.3	14
tt0196166	5.3	9
tt0196311	6.8	42
tt0196363	8.4	18
tt0196758	1.3	33
tt0196950	5.6	38
tt0197029	7.8	5
tt0197321	8.6	8
tt0197412	5.8	22
tt0197551	7.9	13
tt0197567	7.7	30
tt0197570	6.7	52
tt0197956	6.0	8
tt0197978	5.6	7
tt0198948	3.6	274
tt0199190	6.1	9
tt0199203	8.4	7
tt0199650	4.0	833
tt0199759	6.9	69
tt0200150	7.0	22
tt0200806	5.1	13
tt0200851	4.6	14
tt0201625	7.8	14
tt0201917	5.1	10
tt0202137	4.3	28
tt0202204	7.0	10
tt0202390	7.8	105
tt0202711	6.4	880
tt0202864	6.8	54
tt0203138	3.2	6
tt0203323	6.4	10
tt0203343	3.9	1300
tt0203429	6.8	39
tt0204005	5.7	16
tt0204193	5.0	55
tt0204344	7.9	153
tt0205046	3.9	8
tt0205169	7.5	79
tt0205916	8.1	11
tt0206047	6.6	91
tt0206223	4.5	97
tt0206497	7.5	50
tt0206534	6.7	27
tt0206727	6.6	23
tt0206773	5.6	5
tt0206845	6.8	83
tt0207023	7.0	55
tt0207385	6.7	6
tt0207672	4.8	8
tt0207728	4.9	25
tt0208140	8.5	435
tt0208427	5.8	32
tt0208870	4.7	123
tt0208926	3.7	258
tt0209164	7.4	13
tt0209203	5.1	292
tt0209311	7.5	44
tt0210221	6.5	22
tt0210242	6.8	25
tt0210418	7.3	18072
tt0211840	7.8	10
tt0211851	7.7	95
tt0212055	7.8	5
tt0212082	8.1	15
tt0212116	6.0	13
tt0212195	6.4	10
tt0212334	4.6	14
tt0212881	3.6	74
tt0213365	6.9	716
tt0213671	6.4	48
tt0213855	8.1	15
tt0214289	6.3	2872
tt0214298	7.9	21
tt0214964	7.8	177
tt0215090	6.9	64
tt0215152	5.3	12
tt0215223	5.5	35
tt0215417	6.6	10
tt0215743	6.1	9
tt0215841	6.6	192
tt0216216	5.9	108427
tt0216479	6.9	16
tt0217103	6.1	14
tt0217138	7.7	27
tt0217595	5.6	7
tt0217687	7.2	31
tt0217876	7.1	9
tt0218135	5.9	91
tt0218838	7.5	16
tt0218892	6.4	167
tt0219294	9.4	5
tt0219313	7.2	79
tt0219456	5.7	18
tt0219574	6.1	18
tt0219610	4.0	8
tt0219734	6.6	7
tt0219814	4.3	9
tt0219898	6.9	40
tt0220110	7.4	5
tt0220235	6.2	8
tt0220378	6.2	5
tt0220450	5.4	128
tt0220747	7.7	7
tt0220992	6.6	18
tt0221322	7.8	85
tt0221619	6.0	5
tt0221752	3.8	9
tt0222021	6.2	6
tt0222139	3.2	6
tt0222417	6.6	5
tt0222692	7.3	10
tt0222808	8.7	12
tt0222817	4.3	878
tt0223020	6.1	9
tt0223113	7.2	16
tt0223362	8.1	15
tt0224140	6.2	22
tt0224889	7.4	7
tt0224980	4.4	74
tt0225011	6.2	28
tt0225882	6.1	14
tt0226198	4.9	113
tt0227521	3.8	6
tt0227567	8.3	7
tt0227903	7.5	198
tt0227933	7.7	32
tt0228174	6.0	20
tt0228205	5.5	27
tt0228270	3.9	112
tt0228479	8.5	6
tt0228597	6.6	8
tt0228661	5.7	152
tt0228751	7.3	42
tt0229102	4.6	311
tt0229141	6.6	1434
tt0229528	3.1	70
tt0229671	5.9	7
tt0229862	4.5	6
tt0229936	6.8	6
tt0229963	6.5	20
tt0230383	6.8	39
tt0230552	6.0	11
tt0230792	6.5	65
tt0230800	5.7	9
tt0230921	6.7	136
tt0231284	6.4	26
tt0231523	3.1	1279
tt0231646	5.0	155
tt0231784	8.6	12
tt0231931	6.9	1725
tt0232702	4.4	7
tt0233368	4.2	8
tt0233584	6.9	45
tt0233690	5.0	7
tt0233726	6.2	59
tt0234292	6.9	7
tt0234329	8.5	20
tt0234697	7.6	194
tt0234953	5.1	67
tt0235075	7.3	10
tt0235257	6.0	6
tt0235447	7.5	8
tt0235617	7.5	32
tt0235835	8.3	20
tt0236020	5.9	23
tt0236378	6.0	9
tt0236647	6.9	48
tt0236663	7.2	30
tt0237035	5.2	8
tt0237233	5.7	35
tt0237604	6.6	69
tt0237714	7.6	135
tt0238011	7.2	50
tt0238525	5.6	14
tt0238786	7.7	123
tt0238854	7.7	7
tt0238973	6.8	6
tt0238997	4.9	12
tt0239079	6.6	5
tt0239086	6.8	42
tt0239482	3.1	22
tt0239488	6.2	46
tt0239509	6.1	615
tt0240009	6.6	111
tt0240057	5.8	38
tt0240184	6.0	24
tt0240309	7.1	18
tt0240507	6.1	505
tt0240525	6.9	7
tt0240627	7.5	12
tt0240759	5.5	6
tt0240944	4.6	990
tt0241286	4.3	6
tt0241331	6.1	31
tt0241725	6.8	32
tt0241929	7.8	183
tt0242229	8.7	12
tt0242236	7.4	5
tt0242336	7.8	197
tt0242339	7.5	8
tt0242450	8.8	36
tt0242633	7.2	16
tt0243616	5.4	7
tt0243872	8.3	239
tt0243880	7.4	14
tt0243980	5.5	11
tt0244502	8.3	10
tt0244562	7.8	25
tt0244672	7.6	20
tt0244696	5.3	6
tt0245054	6.3	27
tt0245225	8.0	10
tt0245620	7.5	13
tt0246393	7.6	143
tt0246868	6.2	189
tt0247101	7.3	141
tt0247171	5.5	8
tt0247232	6.7	360
tt0247545	6.5	60
tt0247597	6.6	8
tt0247712	8.0	5
tt0248246	6.4	8
tt0248605	5.7	122
tt0248709	4.4	65
tt0249011	4.5	15
tt0249115	6.4	500
tt0249278	8.9	15
tt0249402	6.1	12
tt0250202	6.6	4201
tt0250594	6.2	45
tt0251320	4.5	116
tt0251402	5.7	35
tt0251682	6.2	10
tt0251775	8.7	17
tt0252404	7.1	47
tt0252441	4.8	5
tt0252912	7.0	162
tt0253131	6.7	58
tt0253621	8.1	5620
tt0253701	5.2	6
tt0254403	6.3	23
tt0254791	6.2	166
tt0254895	8.5	84
tt0254898	7.8	30
tt0255654	8.4	51
tt0256006	9.0	7
tt0256139	6.2	6
tt0256852	7.8	11
tt0256922	3.9	8
tt0257036	5.5	11
tt0257062	6.3	32
tt0257404	8.1	36
tt0257409	5.6	5
tt0257417	4.7	6
tt0257458	6.7	83
tt0257636	4.5	24
tt0257754	7.1	18
tt0257755	3.3	103
tt0257756	6.3	34743
tt0258019	4.8	8
tt0258193	5.4	29
tt0258268	4.6	8
tt0258558	5.6	13
tt0258690	5.6	12
tt0258756	7.2	5
tt0258865	7.9	74
tt0259060	5.7	3915
tt0259525	5.1	10
tt0259877	5.1	237
tt0260191	8.0	2055
tt0260419	7.1	7
tt0260444	7.3	6
tt0260731	6.8	115
tt0260825	6.9	27
tt0260831	8.7	1194
tt0261226	4.8	15
tt0261361	4.8	9
tt0261475	7.8	83
tt0261822	8.6	36
tt0261889	8.6	502
tt0262220	7.4	18
tt0262223	7.6	280
tt0262336	7.8	33
tt0262905	8.6	9
tt0263138	5.7	15
tt0263398	8.7	10
tt0263511	4.6	176
tt0263642	6.0	17
tt0263710	6.7	22
tt0263836	6.2	213
tt0264344	7.6	347
tt0264461	6.9	23
tt0264820	7.3	437
tt0265452	5.4	93
tt0265787	4.0	646
tt0265803	6.1	247
tt0266044	7.7	7
tt0266051	7.0	9
tt0266365	7.6	13
tt0266728	6.4	10
tt0267000	6.2	59
tt0267559	6.1	10
tt0267608	6.4	37
tt0267694	6.2	126
tt0267742	3.9	41
tt0267905	3.2	161
tt0267980	4.8	19
tt0267989	5.3	660
tt0268265	9.0	87
tt0268283	7.8	15
tt0268507	5.6	12
tt0268601	6.9	67
tt0268634	4.8	16
tt0268660	6.4	30
tt0268780	3.7	9
tt0269324	7.4	8
tt0269464	6.9	8
tt0269816	6.2	5
tt0270017	6.0	34
tt0270035	7.3	149
tt0270166	7.5	6
tt0270282	7.8	18
tt0270349	6.5	11
tt0270452	8.1	11
tt0270632	6.6	34
tt0271014	7.9	18
tt0271055	8.1	8
tt0271196	7.9	197
tt0271390	6.8	16
tt0271397	6.8	87
tt0271483	6.3	35
tt0271663	7.0	331
tt0272010	5.6	169
tt0272043	7.2	40
tt0272103	8.2	8
tt0272240	4.4	8
tt0272374	6.2	25
tt0273347	9.1	16
tt0274437	7.6	31
tt0274468	7.9	3731
tt0274570	6.7	30
tt0274683	5.1	16
tt0274720	6.8	6
tt0274781	6.9	9
tt0274886	6.0	6
tt0275275	6.3	152
tt0275667	7.8	112
tt0275835	5.1	96
tt0276111	4.5	25
tt0276433	7.3	15
tt0276919	8.0	122067
tt0276990	6.2	5
tt0277120	6.7	7
tt0277889	8.6	5
tt0278150	7.1	137
tt0278191	5.7	5717
tt0278487	4.4	1870
tt0278598	6.7	6
tt0278952	4.7	7
tt0279152	8.1	79
tt0279447	7.3	119
tt0279465	8.9	50
tt0280021	5.9	288
tt0280042	6.2	20
tt0280267	5.9	65
tt0280507	5.7	457
tt0280611	4.7	107
tt0280677	8.0	6
tt0280715	5.2	5
tt0280999	4.0	222
tt0281172	4.9	14
tt0281315	7.4	47
tt0281507	7.8	160
tt0281526	7.9	8
tt0281701	5.7	157
tt0282220	7.3	30
tt0282387	5.7	19
tt0282695	5.7	659
tt0283124	6.7	11
tt0283194	3.9	9
tt0283212	7.8	8
tt0283396	6.8	36
tt0283420	7.3	6
tt0283558	5.6	12
tt0283957	6.0	4324
tt0284115	5.0	291
tt0284146	5.2	12
tt0284376	6.9	46
tt0284456	7.5	85
tt0284525	6.1	389
tt0284770	7.2	1540
tt0284881	5.8	13
tt0285092	4.8	6
tt0285128	7.2	66
tt0285487	6.1	905
tt0285501	5.6	5
tt0285522	9.2	6
tt0285911	8.5	6
tt0286054	7.1	40
tt0286135	7.7	6
tt0286153	5.5	20
tt0286240	7.6	23
tt0286549	8.4	15
tt0286724	3.4	234
tt0286810	7.5	11
tt0286868	6.9	10
tt0287073	6.0	10
tt0287274	4.6	12
tt0287337	8.5	1907
tt0287425	6.1	1703
tt0287535	7.1	6039
tt0288431	6.2	291
tt0288467	4.4	41
tt0288473	4.2	38
tt0288745	7.0	19
tt0289221	7.3	22
tt0289418	8.3	6
tt0289563	4.2	10
tt0289794	7.2	6
tt0290227	4.9	9
tt0290386	4.8	17
tt0290417	8.7	33
tt0290521	3.9	40
tt0290673	7.4	102134
tt0290747	4.0	5412
tt0290759	3.4	12
tt0290937	8.4	2573
tt0290961	6.0	6
tt0291015	6.6	138
tt0291029	6.9	80
tt0291122	7.7	6
tt0291143	6.3	11
tt0291229	6.3	76
tt0291885	4.8	55
tt0291999	7.7	6
tt0292503	6.6	12
tt0292585	7.8	26
tt0293029	5.9	15
tt0293355	3.6	7
tt0293674	4.7	20
tt0293740	7.7	6
tt0293942	6.7	198
tt0294087	7.0	7
tt0294203	7.8	39
tt0294252	6.2	3139
tt0294356	6.6	5
tt0294523	8.2	6
tt0294696	8.6	1109
tt0294876	7.2	9
tt0295064	8.1	225
tt0295190	9.2	11
tt0295661	6.1	140
tt0295840	6.4	19
tt0295965	7.2	14
tt0296012	7.7	9
tt0296253	5.7	86
tt0296350	3.3	9
tt0296464	6.2	29
tt0296501	3.5	22
tt0296693	8.2	385
tt0296697	7.6	21
tt0296745	7.3	78
tt0296845	6.5	2888
tt0296870	9.0	1787
tt0297073	7.2	13
tt0297389	6.2	1252
tt0297431	7.8	16
tt0297909	8.4	10
tt0298068	7.4	24
tt0298144	6.6	25
tt0298164	5.9	8
tt0298422	7.8	17
tt0298505	6.2	37
tt0298739	4.4	48
tt0298776	6.6	261
tt0298871	5.8	25
tt0298884	7.3	92
tt0299007	6.6	12
tt0299081	6.4	14
tt0299092	4.1	8
tt0299130	8.9	40
tt0299234	5.7	11
tt0299353	4.1	7
tt0299472	8.2	30
tt0299966	4.7	244
tt0300255	8.0	44
tt0300844	8.2	74
tt0300880	8.5	514
tt0300982	7.4	12
tt0301704	4.4	28
tt0302031	6.1	438
tt0302094	7.2	26
tt0302161	5.8	34
tt0302614	7.0	88
tt0302943	7.6	341
tt0303010	6.5	907
tt0303106	6.7	53
tt0303290	6.9	183
tt0303394	7.8	232
tt0303507	3.3	7
tt0303644	5.0	28
tt0303805	7.3	106
tt0303893	7.8	5
tt0304313	6.0	34
tt0304672	7.0	6
tt0304940	7.3	380
tt0305357	4.9	110321
tt0305395	5.4	242
tt0305501	6.5	11
tt0305502	8.5	1107
tt0305529	6.8	6
tt0305619	3.2	22
tt0305785	7.6	16
tt0306306	8.0	433
tt0306398	3.6	71
tt0306619	5.8	12
tt0306776	4.2	29
tt0306801	5.4	5
tt0306815	6.0	48
tt0307106	5.8	5
tt0307121	6.1	68
tt0307204	6.6	5
tt0307532	7.2	13
tt0307769	7.3	123
tt0307829	6.9	16
tt0308130	6.6	20
tt0308146	7.8	14
tt0308418	6.7	7
tt0308459	4.6	57
tt0308786	8.2	15
tt0308977	7.2	35
tt0309185	6.1	10
tt0309294	7.6	9
tt0309849	1.6	63
tt0309856	6.5	44
tt0310076	6.4	220
tt0310398	6.1	17
tt0310582	5.7	10
tt0311025	6.8	13
tt0311066	8.6	116
tt0311401	7.7	90
tt0311916	1.7	18
tt0312149	6.2	64
tt0312346	6.9	38
tt0312364	4.6	11
tt0312392	6.6	12
tt0312700	3.3	5948
tt0312777	5.8	36
tt0313118	6.5	10
tt0313146	7.3	198
tt0313364	7.8	25
tt0313378	7.0	53
tt0313521	5.5	17
tt0313522	6.8	20
tt0313715	6.3	9
tt0314524	6.5	4821
tt0314557	7.0	119
tt0315296	8.3	91
tt0315477	4.3	6
tt0315622	5.7	21
tt0315634	7.2	18
tt0315722	8.1	7
tt0315723	5.4	148
tt0315989	5.3	9
tt0316016	7.3	261
tt0316242	6.9	14
tt0316289	5.9	14
tt0316537	7.6	107
tt0316825	7.6	15
tt0316977	3.0	258
tt0317253	7.6	7
tt0317473	8.3	49
tt0317884	6.0	5
tt0318115	8.9	14
tt0318276	3.6	447
tt0318385	6.2	49
tt0319209	7.7	21
tt0319404	8.3	86
tt0319583	7.6	27
tt0319584	6.2	18
tt0320177	8.1	11
tt0320541	6.9	8
tt0320676	5.0	6
tt0321177	6.9	44
tt0321281	6.9	30
tt0321487	7.9	95
tt0321638	5.9	7
tt0321704	3.8	194
tt0321715	8.1	2027
tt0322198	7.3	30
tt0322796	4.8	5
tt0323086	5.0	60
tt0323123	7.1	32
tt0323197	7.2	5
tt0323313	8.1	950
tt0323722	8.7	173
tt0323877	8.6	16
tt0324492	7.8	8
tt0324523	4.0	19
tt0324697	8.5	18
tt0325128	8.3	6
tt0325198	7.2	44
tt0325671	8.0	24
tt0325712	7.6	31
tt0325766	6.9	12
tt0326008	6.0	101
tt0326140	7.5	34
tt0326745	4.4	152
tt0327781	7.6	8
tt0328208	5.7	7
tt0328316	7.0	840
tt0328594	3.3	7
tt0328675	7.3	1609
tt0328791	7.1	10
tt0328995	7.0	83
tt0329390	7.2	1923
tt0329813	6.6	12
tt0329967	5.8	6
tt0330033	4.4	88
tt0330036	6.9	11
tt0330261	5.3	30
tt0330353	4.8	8
tt0330741	7.3	168
tt0330910	5.5	11
tt0331294	7.6	17
tt0331320	7.0	12
tt0331370	7.2	4441
tt0331581	5.5	75
tt0331864	6.5	47
tt0331932	6.9	7
tt0332946	4.4	29
tt0333062	8.4	11
tt0333089	5.0	237
tt0333190	8.9	8
tt0333847	8.1	188
tt0334763	6.5	14
tt0334846	3.6	26
tt0334855	5.4	5
tt0334894	7.2	8
tt0334897	8.5	13
tt0334996	9.2	10
tt0335004	3.7	30
tt0335094	6.4	14
tt0335202	7.8	13
tt0336076	8.7	14
tt0337189	4.9	19
tt0337367	5.9	9
tt0337631	6.6	1255
tt0337768	6.2	5
tt0337971	6.6	2117
tt0338092	6.9	45
tt0338844	7.1	17
tt0339454	7.2	10
tt0339489	7.1	2024
tt0339693	3.4	26
tt0339723	8.0	65
tt0339728	6.4	18
tt0339880	6.1	10
tt0339895	7.8	79
tt0339981	7.7	71
tt0340013	6.6	74
tt0340256	4.6	906
tt0340339	7.5	52
tt0340903	7.5	30
tt0341281	8.2	716
tt0341549	4.5	737
tt0341620	5.3	10
tt0341743	7.0	44
tt0342079	6.7	64
tt0342677	3.6	8
tt0342707	5.8	168
tt0342772	5.5	12
tt0342913	6.6	897
tt0343411	6.0	13
tt0343630	5.5	52
tt0343703	8.7	10
tt0344236	6.9	312
tt0344591	7.2	10
tt0344611	4.8	5
tt0344626	7.9	9
tt0345601	2.9	446
tt0345616	5.9	49
tt0345972	5.7	35
tt0347010	4.2	6
tt0347581	8.6	9
tt0347927	4.6	276
tt0348525	6.5	11
tt0348554	7.2	5
tt0348590	5.1	9
tt0348873	7.3	9
tt0349049	8.5	10
tt0349070	5.6	128
tt0349106	5.9	62
tt0349601	6.6	9
tt0350313	8.3	6
tt0350433	7.2	5
tt0351301	7.8	20
tt0351825	6.1	12
tt0351936	6.7	455
tt0352295	5.9	63
tt0352526	4.1	382
tt0352556	6.0	7
tt0352596	8.2	66
tt0352997	7.5	11
tt0353012	4.6	363
tt0353038	4.3	6
tt0353978	7.1	33
tt0354027	6.4	5
tt0354566	4.9	11
tt0354623	4.3	8492
tt0354997	8.3	48
tt0355052	6.0	27
tt0355056	6.6	12
tt0355311	4.0	6
tt0355569	4.6	7
tt0355685	3.8	5
tt0355689	6.8	12
tt0355728	3.6	8
tt0356463	7.1	14
tt0357038	6.3	28
tt0357194	1.8	12
tt0357379	6.8	20
tt0358206	5.8	5
tt0358353	5.7	17
tt0358859	6.2	19
tt0358900	6.4	8
tt0359097	3.0	8
tt0359513	7.1	18
tt0359645	6.2	33
tt0360093	7.2	10
tt0360753	5.0	77
tt0361094	5.0	13
tt0361130	5.0	5
tt0361156	8.3	93
tt0361166	7.9	8
tt0361200	7.3	238
tt0361214	8.5	15
tt0361459	5.0	6
tt0361853	6.4	5
tt0362045	7.0	20
tt0362500	5.4	5
tt0363264	7.8	5
tt0363269	4.6	214
tt0363403	6.0	13
tt0363612	8.5	8
tt0363614	2.7	158
tt0363760	7.8	21
tt0363950	8.8	20
tt0364188	2.7	19
tt0364808	5.9	15
tt0364858	7.2	13
tt0364887	8.3	390
tt0364962	5.2	6
tt0365174	5.7	7
tt0365420	8.1	10
tt0365780	5.6	5
tt0365928	5.2	6
tt0366012	5.3	11
tt0366269	5.1	239
tt0366435	7.4	5
tt0366666	8.2	25
tt0366673	5.8	46
tt0366980	7.0	5
tt0366987	3.9	33
tt0367159	5.8	79
tt0367321	3.0	6
tt0367396	7.5	37
tt0367621	7.7	15
tt0367662	4.8	5
tt0367932	6.6	25
tt0368194	7.1	16
tt0368243	5.0	5
tt0368300	6.2	15
tt0368335	6.8	46
tt0368590	6.4	110
tt0368774	6.5	5916
tt0368813	7.2	91
tt0369116	8.3	15
tt0369194	6.5	24
tt0369258	7.7	2304
tt0369837	6.3	65
tt0370865	4.4	35
tt0370941	7.8	16
tt0370948	7.9	7
tt0371291	5.9	11
tt0371358	5.7	47
tt0371657	8.4	5
tt0372038	6.3	11
tt0372172	6.1	168
tt0372356	7.1	32
tt0372593	7.0	18
tt0372842	7.9	7
tt0372893	4.3	6
tt0372926	6.9	22
tt0373063	8.3	15
tt0373104	6.8	5
tt0373280	6.8	1191
tt0373683	6.6	11
tt0373811	5.3	6
tt0373853	6.3	47
tt0373981	7.7	22324
tt0374271	7.1	14394
tt0374370	6.6	29
tt0375290	4.8	32
tt0375755	4.7	29
tt0376218	5.3	6
tt0377184	7.2	1474
tt0377267	4.0	12
tt0377418	8.8	13
tt0377854	6.0	6
tt0377998	4.7	6
tt0378078	5.7	235
tt0378350	6.6	82
tt0378474	7.1	25
tt0378512	8.2	12
tt0378527	7.6	14
tt0378775	5.8	18
tt0378889	6.3	173
tt0379206	8.0	93
tt0379743	8.4	261
tt0380068	5.5	141
tt0380081	7.1	25
tt0380089	6.5	31
tt0380147	3.3	190
tt0380479	5.0	97
tt0380506	7.7	33
tt0380831	4.5	6
tt0380908	8.0	27
tt0380936	7.7	25
tt0380945	5.3	9
tt0380967	6.4	22
tt0381212	7.3	7
tt0381408	3.7	123
tt0381437	4.6	26
tt0381612	6.4	24
tt0381740	7.6	446
tt0382089	7.9	7
tt0382091	6.5	10
tt0382394	5.6	17
tt0382674	8.1	9
tt0382949	2.6	74
tt0382988	7.0	2213
tt0383048	6.5	32
tt0383366	5.3	6
tt0384795	5.6	28
tt0385322	8.3	41
tt0385368	6.2	11
tt0385763	6.4	11
tt0385865	5.7	103
tt0385896	6.9	12
tt0385982	3.9	167
tt0386312	7.2	8
tt0386415	7.1	32
tt0386499	4.7	106
tt0386513	7.0	9
tt0386814	7.2	10
tt0387750	4.0	14
tt0387779	8.5	2261
tt0388162	7.2	8
tt0388285	5.6	3331
tt0388333	7.2	54
tt0389005	7.5	40
tt0389477	5.7	7
tt0389553	7.3	6
tt0389648	8.0	91
tt0390269	8.1	33
tt0390744	6.4	5
tt0390759	7.8	5
tt0391221	7.2	6
tt0391877	5.3	331
tt0392131	6.6	5
tt0392424	8.0	90
tt0392772	6.6	7
tt0392819	5.8	16
tt0392831	6.4	81
tt0393057	6.8	12
tt0393211	4.0	6
tt0393354	4.0	220
tt0393463	4.8	5
tt0393534	4.9	8
tt0393830	6.0	6
tt0394271	5.8	54
tt0394318	5.5	38
tt0394666	6.8	11
tt0394959	7.2	20
tt0394978	8.3	49
tt0396199	8.0	5
tt0396200	6.5	15
tt0396661	5.7	17
tt0396809	6.8	36
tt0396832	8.0	5
tt0397036	7.3	6
tt0397211	6.9	37
tt0397246	3.6	39
tt0398455	8.0	35
tt0398541	8.8	5
tt0398787	4.1	26
tt0399790	4.1	58
tt0399917	7.4	5
tt0400020	6.5	6
tt0400238	6.0	7
tt0400382	8.3	21
tt0400464	5.8	25
tt0400968	4.9	30
tt0401070	8.5	94
tt0401202	8.2	13
tt0401439	5.0	197
tt0401674	5.8	13
tt0401697	7.3	6
tt0401785	6.9	7
tt0402635	7.9	53
tt0402728	6.7	44
tt0403175	7.5	21
tt0403328	8.1	8
tt0403334	7.0	17
tt0403574	8.2	9
tt0403655	6.9	60
tt0403727	4.5	52
tt0403789	5.5	18
tt0404912	8.6	37
tt0405034	8.9	1269
tt0405892	7.3	21
tt0406200	5.8	52
tt0406524	7.2	29
tt0406695	7.0	892
tt0406746	4.5	11
tt0407095	6.3	453
tt0407276	5.0	7
tt0407360	7.2	13
tt0407733	7.8	5
tt0407778	7.2	89
tt0407837	5.8	6
tt0407861	5.7	12
tt0408080	5.9	10
tt0408133	6.6	14
tt0408470	6.9	413
tt0408702	3.3	6
tt0408896	6.2	24
tt0409015	8.7	16
tt0409188	8.3	11
tt0409296	7.7	6
tt0409532	5.2	11
tt0409548	6.4	171
tt0409662	6.4	13
tt0409954	6.9	30
tt0411145	6.5	11
tt0411170	7.3	7
tt0411753	5.8	97
tt0412044	6.1	379
tt0412256	6.9	36
tt0412912	6.9	14
tt0413162	8.6	5
tt0413172	6.1	360
tt0413257	6.5	27
tt0413535	4.8	15
tt0413622	8.2	16
tt0414658	4.9	107
tt0414704	8.5	76
tt0414937	5.2	21
tt0414978	6.5	8
tt0415866	5.7	7
tt0416207	4.8	61
tt0416665	5.5	238
tt0417196	7.1	28
tt0417205	6.0	141
tt0417377	8.4	23
tt0417386	5.6	11
tt0417416	7.3	69
tt0417547	5.8	24
tt0417601	7.2	8
tt0418325	4.3	801
tt0418402	6.9	16
tt0419386	7.8	77
tt0419513	5.7	19
tt0419656	7.2	79
tt0419777	7.3	29
tt0420222	5.9	14
tt0420502	2.7	169
tt0420566	8.1	50
tt0420691	4.2	16
tt0420707	6.3	30
tt0420739	7.8	5
tt0420746	5.8	5
tt0421223	4.6	25
tt0421527	5.6	33
tt0422037	4.9	398
tt0422061	4.8	35
tt0422295	6.5	14325
tt0422346	7.0	23
tt0422423	6.7	6
tt0422950	6.3	1498
tt0423987	7.6	158
tt0424101	7.8	5
tt0424225	7.7	19
tt0424402	7.6	15
tt0424484	6.3	44
tt0424573	7.3	15
tt0424707	7.8	6
tt0425249	7.3	352
tt0425541	7.4	10
tt0425617	7.8	109
tt0425945	5.4	427
tt0425999	6.9	12
tt0426086	6.4	12
tt0426100	4.9	11
tt0426207	8.5	11
tt0426277	6.9	23
tt0426424	5.9	16
tt0426452	6.4	14
tt0426471	3.9	19
tt0426732	6.0	263
tt0427029	7.0	7
tt0427319	5.8	6
tt0427369	2.7	338
tt0427586	6.9	15
tt0427595	8.6	16
tt0427823	9.1	10
tt0427830	3.8	26
tt0427936	7.8	148
tt0428210	7.7	26
tt0428213	6.4	35
tt0428627	5.8	6
tt0429023	8.2	20
tt0429110	7.3	80
tt0429175	3.8	8
tt0429489	7.1	920
tt0430181	4.1	16
tt0430326	4.2	177
tt0430555	8.9	11
tt0430814	6.3	276
tt0431304	7.3	6
tt0431335	4.7	6
tt0431481	7.7	89
tt0431704	8.4	76
tt0431712	6.7	76
tt0431906	7.2	10
tt0431992	8.0	19
tt0432529	7.7	29
tt0432686	8.7	13
tt0433038	6.9	18
tt0433376	9.2	62
tt0433381	7.5	88
tt0433952	7.0	6
tt0434095	7.4	26
tt0434110	8.3	29
tt0434341	7.7	6
tt0435217	5.9	49
tt0435383	5.1	35
tt0435565	2.2	354
tt0435577	8.7	19
tt0435671	8.5	53
tt0436790	6.5	11
tt0437150	4.9	407
tt0437204	6.3	6
tt0437335	8.1	22
tt0437389	7.5	6
tt0437398	6.3	7
tt0437907	9.1	32
tt0438503	7.4	82
tt0438512	6.5	22
tt0438846	6.4	5
tt0438913	6.3	26
tt0439381	2.3	7
tt0439465	5.0	5
tt0439562	8.0	26
tt0439592	5.9	11
tt0439651	3.8	13
tt0439798	6.1	117
tt0440392	4.7	11
tt0440609	6.5	48
tt0440704	4.7	6
tt0440975	6.5	8
tt0441253	6.7	7
tt0441891	7.3	40
tt0442643	3.2	16
tt0442768	6.5	87
tt0443246	7.6	43
tt0443499	7.7	82
tt0443520	5.8	48
tt0443563	7.6	7
tt0443806	5.4	10
tt0443811	8.3	43
tt0443836	9.1	10
tt0443946	7.0	330
tt0444465	5.4	18
tt0444500	7.2	10
tt0444855	7.1	17
tt0444954	7.5	75
tt0444967	9.0	9
tt0445114	8.3	46611
tt0445283	8.1	11
tt0445451	5.0	5
tt0445528	5.9	25
tt0446006	4.8	10
tt0446313	5.5	1446
tt0446646	2.7	45
tt0446647	8.4	51
tt0446839	8.2	129
tt0446930	6.5	1923
tt0447016	7.7	174
tt0447696	6.0	6
tt0447900	6.9	20
tt0448076	4.3	94
tt0448153	4.2	6
tt0448233	5.8	236
tt0448300	8.1	781
tt0448505	7.0	7
tt0448790	5.9	12
tt0448931	7.0	6
tt0450271	6.7	18
tt0450442	7.4	16
tt0451281	9.0	5
tt0451464	7.2	35
tt0451674	3.7	18
tt0451850	6.7	11285
tt0452086	6.6	7
tt0452586	7.4	69
